"","uID","uLoc","rep","year","height","X","Y","year_num","gapID_num","height_mod"
"136","5161:43","5161:43",1,2003,43,103.81,-136.52,2,NA,18.1751648765781
"137","5161:43","5161:43",0,2002,9,103.81,-136.52,1,NA,-15.8248351234219
"138","5161:44","5161:44",0,2004,41,104.65,-136.77,3,NA,16.1751648765781
"139","5161:44","5161:44",1,2003,41,104.65,-136.77,2,NA,16.1751648765781
"140","5161:44","5161:44",0,2002,17,104.65,-136.77,1,NA,-7.8248351234219
"142","5176:45","5176:45",1,2003,23,106.52,-98.52,2,NA,-1.8248351234219
"143","5176:45","5176:45",0,2002,4,106.52,-98.52,1,NA,-20.8248351234219
"145","5176:46","5176:46",1,2003,29,106.49,-98.57,2,NA,4.1751648765781
"146","5176:46","5176:46",0,2002,2,106.49,-98.57,1,NA,-22.8248351234219
"148","5176:47","5176:47",1,2003,21,106.15,-98.94,2,NA,-3.8248351234219
"149","5176:47","5176:47",0,2002,2,106.15,-98.94,1,NA,-22.8248351234219
"151","5176:48","5176:48",1,2003,31,106.08,-99.11,2,NA,6.1751648765781
"152","5176:48","5176:48",0,2002,2,106.08,-99.11,1,NA,-22.8248351234219
"154","5176:49","5176:49",0,2003,6,106.01,-98.99,2,NA,-18.8248351234219
"155","5176:49","5176:49",0,2002,1,106.01,-98.99,1,NA,-23.8248351234219
"157","5176:50","5176:50",1,2003,19,105.94,-99.11,2,NA,-5.8248351234219
"158","5176:50","5176:50",0,2002,2,105.94,-99.11,1,NA,-22.8248351234219
"160","5176:51.56","5176:51",0,2002,3,106.29,-99.66,1,NA,-21.8248351234219
"162","5176:51.57","5176:51",1,2003,26,106.29,-99.66,2,NA,1.1751648765781
"163","5176:51.57","5176:51",0,2002,3,106.29,-99.66,1,NA,-21.8248351234219
"165","5176:52","5176:52",0,2003,17,106.41,-99.65,2,NA,-7.8248351234219
"166","5176:52","5176:52",0,2002,1,106.41,-99.65,1,NA,-23.8248351234219
"167","5176:53","5176:53",1,2003,38,105.75,-100.86,2,NA,13.1751648765781
"168","5176:53","5176:53",0,2002,4,105.75,-100.86,1,NA,-20.8248351234219
"170","5176:54","5176:54",1,2003,31,106.12,-101.07,2,NA,6.1751648765781
"171","5176:54","5176:54",0,2002,4,106.12,-101.07,1,NA,-20.8248351234219
"173","5176:55","5176:55",0,2003,19,105.91,-100.48,2,NA,-5.8248351234219
"174","5176:55","5176:55",0,2002,1,105.91,-100.48,1,NA,-23.8248351234219
"176","5176:56","5176:56",1,2003,38,105.47,-99.4,2,NA,13.1751648765781
"177","5176:56","5176:56",0,2002,7,105.47,-99.4,1,NA,-17.8248351234219
"179","5176:57","5176:57",1,2003,30,105.59,-100.26,2,NA,5.1751648765781
"180","5176:57","5176:57",0,2002,3,105.59,-100.26,1,NA,-21.8248351234219
"182","5176:58","5176:58",1,2004,49,105.33,-99.98,3,NA,24.1751648765781
"183","5176:58","5176:58",1,2003,43,105.33,-99.98,2,NA,18.1751648765781
"184","5176:58","5176:58",0,2002,7,105.33,-99.98,1,NA,-17.8248351234219
"186","5176:59","5176:59",1,2004,37,107.97,-98.49,3,NA,12.1751648765781
"187","5176:59","5176:59",0,2003,18,107.97,-98.49,2,NA,-6.8248351234219
"188","5176:59","5176:59",0,2002,2,107.97,-98.49,1,NA,-22.8248351234219
"190","5176:60","5176:60",1,2004,49,105.2,-100.78,3,NA,24.1751648765781
"191","5176:60","5176:60",1,2003,45,105.2,-100.78,2,NA,20.1751648765781
"192","5176:60","5176:60",0,2002,4,105.2,-100.78,1,NA,-20.8248351234219
"193","5248:61","5248:61",1,2004,35,101.71,-126.53,3,NA,10.1751648765781
"194","5248:61","5248:61",1,2003,41,101.71,-126.53,2,NA,16.1751648765781
"195","5248:61","5248:61",1,2002,22,101.71,-126.53,1,NA,-2.8248351234219
"196","5248:62","5248:62",0,2004,21,101.7,-126.56,3,NA,-3.8248351234219
"197","5248:62","5248:62",0,2003,8,101.7,-126.56,2,NA,-16.8248351234219
"198","5248:62","5248:62",0,2002,16,101.7,-126.56,1,NA,-8.8248351234219
"199","5248:63","5248:63",1,2004,33,101.73,-126.53,3,NA,8.1751648765781
"200","5248:63","5248:63",1,2003,25,101.73,-126.53,2,NA,0.175164876578105
"201","5248:63","5248:63",0,2002,3,101.73,-126.53,1,NA,-21.8248351234219
"202","5248:64","5248:64",1,2004,35,101.72,-126.41,3,NA,10.1751648765781
"203","5248:64","5248:64",1,2003,44,101.72,-126.41,2,NA,19.1751648765781
"204","5248:64","5248:64",0,2002,12,101.72,-126.41,1,NA,-12.8248351234219
"205","5248:65","5248:65",1,2004,49,101.79,-126.61,3,NA,24.1751648765781
"206","5248:65","5248:65",1,2003,61,101.79,-126.61,2,NA,36.1751648765781
"207","5248:65","5248:65",1,2002,26,101.79,-126.61,1,NA,1.1751648765781
"208","5248:66","5248:66",1,2004,54,101.8,-126.07,3,NA,29.1751648765781
"209","5248:66","5248:66",1,2003,32,101.8,-126.07,2,NA,7.1751648765781
"210","5248:66","5248:66",1,2002,17,101.8,-126.07,1,NA,-7.8248351234219
"211","5248:67","5248:67",1,2004,44,101.94,-126.04,3,NA,19.1751648765781
"212","5248:67","5248:67",1,2003,22,101.94,-126.04,2,NA,-2.8248351234219
"213","5248:67","5248:67",0,2002,4,101.94,-126.04,1,NA,-20.8248351234219
"214","5248:68","5248:68",1,2004,36,101.73,-125.94,3,NA,11.1751648765781
"215","5248:68","5248:68",1,2003,37,101.73,-125.94,2,NA,12.1751648765781
"216","5248:68","5248:68",0,2002,12,101.73,-125.94,1,NA,-12.8248351234219
"217","5248:69","5248:69",1,2004,40,101.78,-125.73,3,NA,15.1751648765781
"218","5248:69","5248:69",0,2003,7,101.78,-125.73,2,NA,-17.8248351234219
"219","5248:69","5248:69",0,2002,5,101.78,-125.73,1,NA,-19.8248351234219
"220","5248:70","5248:70",1,2004,38,101.88,-125.69,3,NA,13.1751648765781
"221","5248:70","5248:70",1,2003,35,101.88,-125.69,2,NA,10.1751648765781
"222","5248:70","5248:70",0,2002,5,101.88,-125.69,1,NA,-19.8248351234219
"223","5248:71","5248:71",1,2004,43,102.01,-125.46,3,NA,18.1751648765781
"224","5248:71","5248:71",1,2003,34,102.01,-125.46,2,NA,9.1751648765781
"225","5248:71","5248:71",0,2002,5,102.01,-125.46,1,NA,-19.8248351234219
"226","5248:72","5248:72",1,2004,24,102.24,-125.54,3,NA,-0.824835123421895
"227","5248:72","5248:72",1,2003,24,102.24,-125.54,2,NA,-0.824835123421895
"228","5248:72","5248:72",0,2002,2,102.24,-125.54,1,NA,-22.8248351234219
"229","5248:73","5248:73",1,2004,34,102.38,-125.65,3,NA,9.1751648765781
"230","5248:73","5248:73",1,2003,28,102.38,-125.65,2,NA,3.1751648765781
"231","5248:73","5248:73",0,2002,3,102.38,-125.65,1,NA,-21.8248351234219
"232","5248:74","5248:74",1,2004,39,102.73,-125.84,3,NA,14.1751648765781
"233","5248:74","5248:74",1,2003,34,102.73,-125.84,2,NA,9.1751648765781
"234","5248:74","5248:74",0,2002,5,102.73,-125.84,1,NA,-19.8248351234219
"235","5248:75","5248:75",1,2004,42,103.06,-125.92,3,NA,17.1751648765781
"236","5248:75","5248:75",1,2003,23,103.06,-125.92,2,NA,-1.8248351234219
"237","5248:75","5248:75",0,2002,4,103.06,-125.92,1,NA,-20.8248351234219
"238","5248:76","5248:76",1,2004,31,103.55,-125.54,3,NA,6.1751648765781
"239","5248:76","5248:76",1,2003,36,103.55,-125.54,2,NA,11.1751648765781
"240","5248:76","5248:76",0,2002,15,103.55,-125.54,1,NA,-9.8248351234219
"241","5248:77","5248:77",1,2004,54,101.44,-126.26,3,NA,29.1751648765781
"242","5248:77","5248:77",1,2003,49,101.44,-126.26,2,NA,24.1751648765781
"243","5248:77","5248:77",1,2002,22,101.44,-126.26,1,NA,-2.8248351234219
"244","5248:78","5248:78",1,2004,37,101.44,-126.08,3,NA,12.1751648765781
"245","5248:78","5248:78",1,2003,48,101.44,-126.08,2,NA,23.1751648765781
"246","5248:78","5248:78",0,2002,11,101.44,-126.08,1,NA,-13.8248351234219
"247","5248:79","5248:79",1,2004,33,101.44,-126.03,3,NA,8.1751648765781
"248","5248:79","5248:79",1,2003,43,101.44,-126.03,2,NA,18.1751648765781
"249","5248:79","5248:79",0,2002,11,101.44,-126.03,1,NA,-13.8248351234219
"250","5248:80","5248:80",1,2004,42,100.85,-126.22,3,NA,17.1751648765781
"251","5248:80","5248:80",1,2003,30,100.85,-126.22,2,NA,5.1751648765781
"252","5248:80","5248:80",0,2002,4,100.85,-126.22,1,NA,-20.8248351234219
"253","5248:81","5248:81",1,2004,43,101.2,-126.37,3,NA,18.1751648765781
"254","5248:81","5248:81",1,2003,26,101.2,-126.37,2,NA,1.1751648765781
"255","5248:81","5248:81",1,2002,21,101.2,-126.37,1,NA,-3.8248351234219
"256","5247:82","5247:82",1,2004,30,100.69,-125.38,3,NA,5.1751648765781
"257","5247:82","5247:82",1,2003,54,100.69,-125.38,2,NA,29.1751648765781
"258","5247:82","5247:82",1,2002,26,100.69,-125.38,1,NA,1.1751648765781
"259","5247:83","5247:83",1,2004,53,100.37,-125.25,3,NA,28.1751648765781
"260","5247:83","5247:83",1,2003,61,100.37,-125.25,2,NA,36.1751648765781
"261","5247:83","5247:83",1,2002,19,100.37,-125.25,1,NA,-5.8248351234219
"262","5247:84","5247:84",1,2004,37,100.12,-125.63,3,NA,12.1751648765781
"263","5247:84","5247:84",1,2003,59,100.12,-125.63,2,NA,34.1751648765781
"264","5247:84","5247:84",1,2002,25,100.12,-125.63,1,NA,0.175164876578105
"265","5248:85","5248:85",1,2004,44,102.21,-127.29,3,NA,19.1751648765781
"266","5248:85","5248:85",1,2003,42,102.21,-127.29,2,NA,17.1751648765781
"267","5248:85","5248:85",0,2002,5,102.21,-127.29,1,NA,-19.8248351234219
"268","5248:86","5248:86",1,2004,44,102.33,-127.45,3,NA,19.1751648765781
"269","5248:86","5248:86",1,2003,33,102.33,-127.45,2,NA,8.1751648765781
"270","5248:86","5248:86",0,2002,5,102.33,-127.45,1,NA,-19.8248351234219
"271","5248:87","5248:87",1,2004,51,102.15,-127.54,3,NA,26.1751648765781
"272","5248:87","5248:87",1,2003,58,102.15,-127.54,2,NA,33.1751648765781
"273","5248:87","5248:87",0,2002,9,102.15,-127.54,1,NA,-15.8248351234219
"274","5248:88","5248:88",1,2004,48,101.98,-127.61,3,NA,23.1751648765781
"275","5248:88","5248:88",1,2003,48,101.98,-127.61,2,NA,23.1751648765781
"276","5248:88","5248:88",0,2002,5,101.98,-127.61,1,NA,-19.8248351234219
"277","5248:89","5248:89",1,2004,45,102.1,-125.97,3,NA,20.1751648765781
"278","5248:89","5248:89",1,2003,22,102.1,-125.97,2,NA,-2.8248351234219
"279","5248:89","5248:89",0,2002,6,102.1,-125.97,1,NA,-18.8248351234219
"280","5248:90","5248:90",1,2004,34,102.19,-126.1,3,NA,9.1751648765781
"281","5248:90","5248:90",0,2003,20,102.19,-126.1,2,NA,-4.8248351234219
"282","5248:90","5248:90",0,2002,2,102.19,-126.1,1,NA,-22.8248351234219
"284","5203:166","5203:166",0,2004,22,23.89,36.49,3,NA,-2.8248351234219
"285","5203:166","5203:166",0,2003,14,23.89,36.49,2,NA,-10.8248351234219
"286","5203:166","5203:166",0,2002,4,23.89,36.49,1,NA,-20.8248351234219
"288","5199:167","5199:167",1,2005,33.8,30.63,-8.27,4,NA,8.9751648765781
"289","5199:167","5199:167",1,2004,43,30.63,-8.27,3,NA,18.1751648765781
"290","5199:167","5199:167",1,2003,33,30.63,-8.27,2,NA,8.1751648765781
"291","5199:167","5199:167",0,2002,10,30.63,-8.27,1,NA,-14.8248351234219
"293","5199:168","5199:168",0,2005,10.8,30.64,-8.35,4,NA,-14.0248351234219
"294","5199:168","5199:168",1,2004,25,30.64,-8.35,3,NA,0.175164876578105
"295","5199:168","5199:168",1,2003,32,30.64,-8.35,2,NA,7.1751648765781
"296","5199:168","5199:168",0,2002,5,30.64,-8.35,1,NA,-19.8248351234219
"298","5236:169","5236:169",1,2006,44.1,30,-13.18,5,NA,19.2751648765781
"299","5236:169","5236:169",1,2005,47,30,-13.18,4,NA,22.1751648765781
"300","5236:169","5236:169",1,2004,25,30,-13.18,3,NA,0.175164876578105
"301","5236:169","5236:169",1,2003,26,30,-13.18,2,NA,1.1751648765781
"302","5236:169","5236:169",0,2002,8,30,-13.18,1,NA,-16.8248351234219
"304","5236:170","5236:170",1,2006,35.5,29.65,-12.53,5,NA,10.6751648765781
"305","5236:170","5236:170",1,2005,35.7,29.65,-12.53,4,NA,10.8751648765781
"306","5236:170","5236:170",0,2004,17,29.65,-12.53,3,NA,-7.8248351234219
"307","5236:170","5236:170",1,2003,16,29.65,-12.53,2,NA,-8.8248351234219
"308","5236:170","5236:170",0,2002,3,29.65,-12.53,1,NA,-21.8248351234219
"309","5209:171","5209:171",1,2007,25.3,15.56,5.24,6,NA,0.475164876578106
"310","5209:171","5209:171",1,2006,33.8,15.56,5.24,5,NA,8.9751648765781
"311","5209:171","5209:171",1,2005,43,15.56,5.24,4,NA,18.1751648765781
"312","5209:171","5209:171",1,2004,36,15.56,5.24,3,NA,11.1751648765781
"313","5209:171","5209:171",1,2003,21,15.56,5.24,2,NA,-3.8248351234219
"314","5209:171","5209:171",0,2002,5,15.56,5.24,1,NA,-19.8248351234219
"316","5209:172","5209:172",1,2005,49,15.5,5.34,4,NA,24.1751648765781
"317","5209:172","5209:172",1,2004,44,15.5,5.34,3,NA,19.1751648765781
"318","5209:172","5209:172",1,2003,28,15.5,5.34,2,NA,3.1751648765781
"319","5209:172","5209:172",0,2002,7,15.5,5.34,1,NA,-17.8248351234219
"320","5209:173","5209:173",1,2007,24.3,15.73,4.96,6,NA,-0.524835123421894
"321","5209:173","5209:173",1,2006,25.7,15.73,4.96,5,NA,0.875164876578104
"322","5209:173","5209:173",1,2005,44,15.73,4.96,4,NA,19.1751648765781
"323","5209:173","5209:173",1,2004,30,15.73,4.96,3,NA,5.1751648765781
"324","5209:173","5209:173",1,2003,26,15.73,4.96,2,NA,1.1751648765781
"325","5209:173","5209:173",0,2002,2,15.73,4.96,1,NA,-22.8248351234219
"326","5209:174","5209:174",1,2007,34.1,15.51,4.74,6,NA,9.27516487657811
"327","5209:174","5209:174",1,2006,38.1,15.51,4.74,5,NA,13.2751648765781
"328","5209:174","5209:174",1,2005,66,15.51,4.74,4,NA,41.1751648765781
"329","5209:174","5209:174",1,2004,34,15.51,4.74,3,NA,9.1751648765781
"330","5209:174","5209:174",1,2003,26,15.51,4.74,2,NA,1.1751648765781
"331","5209:174","5209:174",0,2002,14,15.51,4.74,1,NA,-10.8248351234219
"332","5209:175","5209:175",1,2007,49.9,16.25,4.17,6,NA,25.0751648765781
"333","5209:175","5209:175",1,2006,45.4,16.25,4.17,5,NA,20.5751648765781
"334","5209:175","5209:175",1,2005,62,16.25,4.17,4,NA,37.1751648765781
"335","5209:175","5209:175",1,2004,32,16.25,4.17,3,NA,7.1751648765781
"336","5209:175","5209:175",0,2003,9,16.25,4.17,2,NA,-15.8248351234219
"337","5209:175","5209:175",0,2002,3,16.25,4.17,1,NA,-21.8248351234219
"338","5209:176","5209:176",1,2007,33.4,15.54,6,6,NA,8.5751648765781
"339","5209:176","5209:176",1,2006,38,15.54,6,5,NA,13.1751648765781
"340","5209:176","5209:176",1,2005,50.5,15.54,6,4,NA,25.6751648765781
"341","5209:176","5209:176",1,2004,30,15.54,6,3,NA,5.1751648765781
"342","5209:176","5209:176",1,2003,29,15.54,6,2,NA,4.1751648765781
"343","5209:176","5209:176",0,2002,6,15.54,6,1,NA,-18.8248351234219
"344","5209:177","5209:177",0,2007,13.9,15.51,6.02,6,NA,-10.9248351234219
"345","5209:177","5209:177",1,2006,26.3,15.51,6.02,5,NA,1.47516487657811
"346","5209:177","5209:177",1,2005,42.5,15.51,6.02,4,NA,17.6751648765781
"347","5209:177","5209:177",1,2004,22,15.51,6.02,3,NA,-2.8248351234219
"348","5209:177","5209:177",0,2003,26,15.51,6.02,2,NA,1.1751648765781
"349","5209:177","5209:177",0,2002,4,15.51,6.02,1,NA,-20.8248351234219
"350","5209:178","5209:178",1,2007,33.2,14.85,5.44,6,NA,8.37516487657811
"351","5209:178","5209:178",0,2006,23.5,14.85,5.44,5,NA,-1.3248351234219
"352","5209:178","5209:178",1,2005,43,14.85,5.44,4,NA,18.1751648765781
"353","5209:178","5209:178",1,2004,32,14.85,5.44,3,NA,7.1751648765781
"354","5209:178","5209:178",1,2003,25,14.85,5.44,2,NA,0.175164876578105
"355","5209:178","5209:178",0,2002,6,14.85,5.44,1,NA,-18.8248351234219
"357","5209:179","5209:179",0,2003,14,14.75,5.19,2,NA,-10.8248351234219
"358","5209:179","5209:179",0,2002,14,14.75,5.19,1,NA,-10.8248351234219
"360","5209:180","5209:180",1,2003,34,14.67,5.28,2,NA,9.1751648765781
"361","5209:180","5209:180",0,2002,7,14.67,5.28,1,NA,-17.8248351234219
"363","5209:181","5209:181",1,2005,38,14.36,5.23,4,NA,13.1751648765781
"364","5209:181","5209:181",1,2004,27,14.36,5.23,3,NA,2.1751648765781
"365","5209:181","5209:181",1,2003,42,14.36,5.23,2,NA,17.1751648765781
"366","5209:181","5209:181",0,2002,12,14.36,5.23,1,NA,-12.8248351234219
"368","5209:182","5209:182",0,2003,4,14.34,5.33,2,NA,-20.8248351234219
"369","5209:182","5209:182",0,2002,4,14.34,5.33,1,NA,-20.8248351234219
"370","5148:312","5148:312",1,2004,42,107.38,-166.14,3,NA,17.1751648765781
"371","5148:312","5148:312",0,2003,12,107.38,-166.14,2,NA,-12.8248351234219
"372","5148:312","5148:312",0,2002,2,107.38,-166.14,1,NA,-22.8248351234219
"374","5148:313","5148:313",0,2002,6,107.42,-166.81,1,NA,-18.8248351234219
"375","5148:314","5148:314",1,2004,44,107.43,-166.86,3,NA,19.1751648765781
"376","5148:314","5148:314",1,2003,44,107.43,-166.86,2,NA,19.1751648765781
"377","5148:314","5148:314",0,2002,8,107.43,-166.86,1,NA,-16.8248351234219
"378","5148:315","5148:315",1,2004,48,107.33,-166.99,3,NA,23.1751648765781
"379","5148:315","5148:315",1,2003,46,107.33,-166.99,2,NA,21.1751648765781
"380","5148:315","5148:315",0,2002,18,107.33,-166.99,1,NA,-6.8248351234219
"381","5148:316","5148:316",1,2004,43,107.4,-166.99,3,NA,18.1751648765781
"382","5148:316","5148:316",1,2003,28,107.4,-166.99,2,NA,3.1751648765781
"383","5148:316","5148:316",0,2002,3,107.4,-166.99,1,NA,-21.8248351234219
"384","5148:317","5148:317",0,2004,16,107.46,-167,3,NA,-8.8248351234219
"385","5148:317","5148:317",0,2003,16,107.46,-167,2,NA,-8.8248351234219
"386","5148:317","5148:317",0,2002,2,107.46,-167,1,NA,-22.8248351234219
"387","5148:318","5148:318",1,2004,39,107.47,-167.07,3,NA,14.1751648765781
"388","5148:318","5148:318",1,2003,40,107.47,-167.07,2,NA,15.1751648765781
"389","5148:318","5148:318",0,2002,10,107.47,-167.07,1,NA,-14.8248351234219
"390","5148:319","5148:319",1,2004,49,107.46,-167.27,3,NA,24.1751648765781
"391","5148:319","5148:319",1,2003,47,107.46,-167.27,2,NA,22.1751648765781
"392","5148:319","5148:319",0,2002,20,107.46,-167.27,1,NA,-4.8248351234219
"393","5148:320","5148:320",1,2004,49,107.35,-167.35,3,NA,24.1751648765781
"394","5148:320","5148:320",1,2003,54,107.35,-167.35,2,NA,29.1751648765781
"395","5148:320","5148:320",0,2002,11,107.35,-167.35,1,NA,-13.8248351234219
"396","5147:321","5147:321",1,2004,22,108.21,-167.67,3,NA,-2.8248351234219
"397","5147:321","5147:321",1,2003,35,108.21,-167.67,2,NA,10.1751648765781
"398","5147:321","5147:321",0,2002,2,108.21,-167.67,1,NA,-22.8248351234219
"399","5147:322","5147:322",1,2004,56,108.16,-167.76,3,NA,31.1751648765781
"400","5147:322","5147:322",1,2003,25,108.16,-167.76,2,NA,0.175164876578105
"401","5147:322","5147:322",0,2002,5,108.16,-167.76,1,NA,-19.8248351234219
"402","5152:323","5152:323",1,2004,44,97.98,-170.68,3,NA,19.1751648765781
"403","5152:323","5152:323",1,2003,40,97.98,-170.68,2,NA,15.1751648765781
"404","5152:323","5152:323",0,2002,21,97.98,-170.68,1,NA,-3.8248351234219
"406","5152:324","5152:324",0,2002,2,87.28,-163.55,1,NA,-22.8248351234219
"407","5155:325","5155:325",1,2004,51,80.85,-162.9,3,NA,26.1751648765781
"408","5155:325","5155:325",1,2003,51,80.85,-162.9,2,NA,26.1751648765781
"409","5155:325","5155:325",1,2002,18,80.85,-162.9,1,NA,-6.8248351234219
"411","5155:326","5155:326",0,2002,7,80.81,-162.84,1,NA,-17.8248351234219
"413","5155:327","5155:327",1,2003,52,80.68,-163.22,2,NA,27.1751648765781
"414","5155:327","5155:327",0,2002,15,80.68,-163.22,1,NA,-9.8248351234219
"415","5156:345","5156:345",1,2004,31,76.03,-156.09,3,NA,6.1751648765781
"416","5156:345","5156:345",1,2003,21,76.03,-156.09,2,NA,-3.8248351234219
"417","5156:345","5156:345",0,2002,3,76.03,-156.09,1,NA,-21.8248351234219
"418","5156:346","5156:346",0,2004,14,76.74,-155.99,3,NA,-10.8248351234219
"419","5156:346","5156:346",0,2003,8,76.74,-155.99,2,NA,-16.8248351234219
"420","5156:346","5156:346",0,2002,2,76.74,-155.99,1,NA,-22.8248351234219
"421","5156:347","5156:347",0,2004,14,77.17,-155.58,3,NA,-10.8248351234219
"422","5156:347","5156:347",0,2003,4,77.17,-155.58,2,NA,-20.8248351234219
"423","5156:347","5156:347",0,2002,1,77.17,-155.58,1,NA,-23.8248351234219
"424","5156:348","5156:348",1,2004,31,77.13,-153.61,3,NA,6.1751648765781
"425","5156:348","5156:348",1,2003,22,77.13,-153.61,2,NA,-2.8248351234219
"426","5156:348","5156:348",0,2002,6,77.13,-153.61,1,NA,-18.8248351234219
"427","5156:349","5156:349",0,2004,41,75.72,-153.51,3,NA,16.1751648765781
"428","5156:349","5156:349",1,2003,25,75.72,-153.51,2,NA,0.175164876578105
"429","5156:349","5156:349",0,2002,4,75.72,-153.51,1,NA,-20.8248351234219
"430","5156:350","5156:350",1,2004,29,75.5,-155.22,3,NA,4.1751648765781
"431","5156:350","5156:350",1,2003,20,75.5,-155.22,2,NA,-4.8248351234219
"432","5156:350","5156:350",0,2002,3,75.5,-155.22,1,NA,-21.8248351234219
"433","5156:351","5156:351",1,2004,5,76.77,-155.38,3,NA,-19.8248351234219
"434","5156:351","5156:351",0,2003,5,76.77,-155.38,2,NA,-19.8248351234219
"435","5156:351","5156:351",0,2002,1,76.77,-155.38,1,NA,-23.8248351234219
"436","5156:352","5156:352",0,2004,15,76.85,-154.43,3,NA,-9.8248351234219
"437","5156:352","5156:352",0,2003,6,76.85,-154.43,2,NA,-18.8248351234219
"438","5156:352","5156:352",0,2002,1,76.85,-154.43,1,NA,-23.8248351234219
"439","5156:353","5156:353",1,2004,33,78.18,-154.19,3,NA,8.1751648765781
"440","5156:353","5156:353",1,2003,27,78.18,-154.19,2,NA,2.1751648765781
"441","5156:353","5156:353",0,2002,4,78.18,-154.19,1,NA,-20.8248351234219
"442","5156:354","5156:354",1,2004,43,78.36,-154.35,3,NA,18.1751648765781
"443","5156:354","5156:354",1,2003,36,78.36,-154.35,2,NA,11.1751648765781
"444","5156:354","5156:354",0,2002,15,78.36,-154.35,1,NA,-9.8248351234219
"445","5156:355","5156:355",1,2004,28,77.39,-154.09,3,NA,3.1751648765781
"446","5156:355","5156:355",0,2003,7,77.39,-154.09,2,NA,-17.8248351234219
"447","5156:355","5156:355",0,2002,2,77.39,-154.09,1,NA,-22.8248351234219
"448","5156:356","5156:356",0,2004,5,77.22,-153.88,3,NA,-19.8248351234219
