"","uID","uLoc","rep","year","height","X","Y","year_num","gapID_num","height_mod"
"935","5152:593","5152:593",0,2002,2,87.42,-164.05,1,NA,-22.8248351234219
"936","5152:594","5152:594",1,2004,32,86.95,-164.1,3,NA,7.1751648765781
"937","5152:594","5152:594",1,2003,32,86.95,-164.1,2,NA,7.1751648765781
"938","5152:594","5152:594",0,2002,4,86.95,-164.1,1,NA,-20.8248351234219
"939","5152:595","5152:595",1,2004,29,86.96,-164.04,3,NA,4.1751648765781
"940","5152:595","5152:595",1,2003,27,86.96,-164.04,2,NA,2.1751648765781
"941","5152:595","5152:595",0,2002,2,86.96,-164.04,1,NA,-22.8248351234219
"942","5152:596","5152:596",1,2004,25,84.73,-164.41,3,NA,0.175164876578105
"943","5152:596","5152:596",1,2003,50,84.73,-164.41,2,NA,25.1751648765781
"944","5152:596","5152:596",1,2002,21,84.73,-164.41,1,NA,-3.8248351234219
"945","5152:597","5152:597",1,2004,38,85.04,-164.38,3,NA,13.1751648765781
"946","5152:597","5152:597",1,2003,33,85.04,-164.38,2,NA,8.1751648765781
"947","5152:597","5152:597",0,2002,10,85.04,-164.38,1,NA,-14.8248351234219
"948","5152:598","5152:598",1,2004,12,86.53,-163.71,3,NA,-12.8248351234219
"949","5152:598","5152:598",1,2003,25,86.53,-163.71,2,NA,0.175164876578105
"950","5152:598","5152:598",0,2002,3,86.53,-163.71,1,NA,-21.8248351234219
"951","5152:599","5152:599",1,2004,37,86.51,-163.59,3,NA,12.1751648765781
"952","5152:599","5152:599",1,2003,26,86.51,-163.59,2,NA,1.1751648765781
"953","5152:599","5152:599",0,2002,2,86.51,-163.59,1,NA,-22.8248351234219
"954","5152:600","5152:600",0,2004,18,86.66,-163.7,3,NA,-6.8248351234219
"955","5152:600","5152:600",1,2003,18,86.66,-163.7,2,NA,-6.8248351234219
"956","5152:600","5152:600",0,2002,3,86.66,-163.7,1,NA,-21.8248351234219
"957","5134:601","5134:601",0,2004,16,94.08,-183.45,3,NA,-8.8248351234219
"958","5134:601","5134:601",0,2003,14,94.08,-183.45,2,NA,-10.8248351234219
"959","5134:601","5134:601",0,2002,6,94.08,-183.45,1,NA,-18.8248351234219
"960","5134:602","5134:602",1,2004,31,94.3,-183.64,3,NA,6.1751648765781
"961","5134:602","5134:602",1,2003,17,94.3,-183.64,2,NA,-7.8248351234219
"962","5134:602","5134:602",0,2002,10,94.3,-183.64,1,NA,-14.8248351234219
"963","5147:603","5147:603",1,2004,43,109.7,-169.77,3,NA,18.1751648765781
"964","5147:603","5147:603",1,2003,57,109.7,-169.77,2,NA,32.1751648765781
"965","5147:603","5147:603",1,2002,25,109.7,-169.77,1,NA,0.175164876578105
"966","5161:604","5161:604",1,2004,47,104.88,-136.48,3,NA,22.1751648765781
"967","5161:604","5161:604",1,2003,26,104.88,-136.48,2,NA,1.1751648765781
"968","5161:604","5161:604",0,2002,7,104.88,-136.48,1,NA,-17.8248351234219
"969","5169:605","5169:605",1,2004,35,106.02,-111.58,3,NA,10.1751648765781
"970","5169:605","5169:605",1,2003,28,106.02,-111.58,2,NA,3.1751648765781
"971","5169:605","5169:605",0,2002,6,106.02,-111.58,1,NA,-18.8248351234219
"973","5169:606","5169:606",1,2003,32,105.94,-111.57,2,NA,7.1751648765781
"974","5169:606","5169:606",0,2002,9,105.94,-111.57,1,NA,-15.8248351234219
"976","5176:607","5176:607",1,2006,51.4,100.99,-95.14,5,NA,26.5751648765781
"977","5176:607","5176:607",1,2005,33.6,100.99,-95.14,4,NA,8.77516487657811
"978","5176:607","5176:607",1,2004,32,100.99,-95.14,3,NA,7.1751648765781
"979","5176:607","5176:607",1,2003,46,100.99,-95.14,2,NA,21.1751648765781
"980","5176:607","5176:607",0,2002,17,100.99,-95.14,1,NA,-7.8248351234219
"982","5176:608","5176:608",0,2005,10.5,100.8,-95.37,4,NA,-14.3248351234219
"983","5176:608","5176:608",0,2004,40,100.8,-95.37,3,NA,15.1751648765781
"984","5176:608","5176:608",1,2003,44,100.8,-95.37,2,NA,19.1751648765781
"985","5176:608","5176:608",0,2002,13,100.8,-95.37,1,NA,-11.8248351234219
"986","5176:609","5176:609",1,2007,47.4,100.94,-95.36,6,NA,22.5751648765781
"987","5176:609","5176:609",1,2006,27.9,100.94,-95.36,5,NA,3.0751648765781
"988","5176:609","5176:609",0,2005,15.8,100.94,-95.36,4,NA,-9.02483512342189
"989","5176:609","5176:609",1,2004,26,100.94,-95.36,3,NA,1.1751648765781
"990","5176:609","5176:609",1,2003,37,100.94,-95.36,2,NA,12.1751648765781
"991","5176:609","5176:609",0,2002,9,100.94,-95.36,1,NA,-15.8248351234219
"993","5176:610","5176:610",1,2004,29,101.34,-95.67,3,NA,4.1751648765781
"994","5176:610","5176:610",0,2003,10,101.34,-95.67,2,NA,-14.8248351234219
"995","5176:610","5176:610",0,2002,6,101.34,-95.67,1,NA,-18.8248351234219
"997","5176:611","5176:611",0,2003,5,101.38,-95.56,2,NA,-19.8248351234219
"998","5176:611","5176:611",0,2002,5,101.38,-95.56,1,NA,-19.8248351234219
"1000","5176:612","5176:612",1,2004,44,101.41,-95.56,3,NA,19.1751648765781
"1001","5176:612","5176:612",0,2003,13,101.41,-95.56,2,NA,-11.8248351234219
"1002","5176:612","5176:612",0,2002,3,101.41,-95.56,1,NA,-21.8248351234219
"1004","5176:613","5176:613",1,2003,53,101.62,-95.12,2,NA,28.1751648765781
"1005","5176:613","5176:613",0,2002,15,101.62,-95.12,1,NA,-9.8248351234219
"1007","5176:614","5176:614",0,2006,17.8,101.7,-95.15,5,NA,-7.02483512342189
"1009","5176:614","5176:614",1,2004,51,101.7,-95.15,3,NA,26.1751648765781
"1010","5176:614","5176:614",0,2003,28,101.7,-95.15,2,NA,3.1751648765781
"1011","5176:614","5176:614",0,2002,11,101.7,-95.15,1,NA,-13.8248351234219
"1013","5169:615","5169:615",1,2003,19,113.89,-108.75,2,NA,-5.8248351234219
"1014","5169:615","5169:615",0,2002,5,113.89,-108.75,1,NA,-19.8248351234219
"1015","5169:616","5169:616",1,2004,32,114.09,-108.99,3,NA,7.1751648765781
"1016","5169:616","5169:616",1,2003,24,114.09,-108.99,2,NA,-0.824835123421895
"1017","5169:616","5169:616",0,2002,3,114.09,-108.99,1,NA,-21.8248351234219
"1018","5169:617","5169:617",1,2004,28,107.72,-111.68,3,NA,3.1751648765781
"1019","5169:617","5169:617",0,2003,12,107.72,-111.68,2,NA,-12.8248351234219
"1020","5169:617","5169:617",0,2002,5,107.72,-111.68,1,NA,-19.8248351234219
"1022","5176:618","5176:618",1,2004,33,100.94,-96.38,3,NA,8.1751648765781
"1023","5176:618","5176:618",0,2003,19,100.94,-96.38,2,NA,-5.8248351234219
"1024","5176:618","5176:618",0,2002,4,100.94,-96.38,1,NA,-20.8248351234219
"1026","5176:619","5176:619",1,2004,44,100.95,-96.29,3,NA,19.1751648765781
"1027","5176:619","5176:619",1,2003,33,100.95,-96.29,2,NA,8.1751648765781
"1028","5176:619","5176:619",0,2002,4,100.95,-96.29,1,NA,-20.8248351234219
"1029","5176:620","5176:620",1,2007,53.1,100.82,-96.35,6,NA,28.2751648765781
"1030","5176:620","5176:620",1,2006,46.5,100.82,-96.35,5,NA,21.6751648765781
"1031","5176:620","5176:620",1,2005,40.6,100.82,-96.35,4,NA,15.7751648765781
"1032","5176:620","5176:620",1,2004,45,100.82,-96.35,3,NA,20.1751648765781
"1033","5176:620","5176:620",1,2003,38,100.82,-96.35,2,NA,13.1751648765781
"1034","5176:620","5176:620",0,2002,7,100.82,-96.35,1,NA,-17.8248351234219
"1036","5176:621","5176:621",1,2004,45,101.35,-97.01,3,NA,20.1751648765781
"1037","5176:621","5176:621",1,2003,26,101.35,-97.01,2,NA,1.1751648765781
"1038","5176:621","5176:621",0,2002,3,101.35,-97.01,1,NA,-21.8248351234219
"1040","5176:622","5176:622",1,2004,55,102.81,-99.42,3,NA,30.1751648765781
"1041","5176:622","5176:622",1,2003,34,102.81,-99.42,2,NA,9.1751648765781
"1042","5176:622","5176:622",0,2002,3,102.81,-99.42,1,NA,-21.8248351234219
"1043","5176:623","5176:623",1,2007,24.2,104.13,-99.33,6,NA,-0.624835123421896
"1044","5176:623","5176:623",0,2006,20.4,104.13,-99.33,5,NA,-4.4248351234219
"1045","5176:623","5176:623",0,2005,8.5,104.13,-99.33,4,NA,-16.3248351234219
"1047","5176:623","5176:623",1,2003,34,104.13,-99.33,2,NA,9.1751648765781
"1048","5176:623","5176:623",0,2002,13,104.13,-99.33,1,NA,-11.8248351234219
"1050","5176:624","5176:624",1,2004,31,107.69,-98.6,3,NA,6.1751648765781
"1051","5176:624","5176:624",1,2003,31,107.69,-98.6,2,NA,6.1751648765781
"1052","5176:624","5176:624",0,2002,11,107.69,-98.6,1,NA,-13.8248351234219
"1054","5176:625","5176:625",1,2003,29,106.88,-99.82,2,NA,4.1751648765781
"1055","5176:625","5176:625",0,2002,6,106.88,-99.82,1,NA,-18.8248351234219
"1057","5176:626","5176:626",1,2003,44,106.33,-100.34,2,NA,19.1751648765781
"1058","5176:626","5176:626",0,2002,5,106.33,-100.34,1,NA,-19.8248351234219
"1060","5176:627","5176:627",1,2003,36,106.45,-100.17,2,NA,11.1751648765781
"1061","5176:627","5176:627",0,2002,5,106.45,-100.17,1,NA,-19.8248351234219
"1062","5168:628","5168:628",0,2004,26,108.21,-117.59,3,NA,1.1751648765781
"1063","5168:628","5168:628",1,2003,24,108.21,-117.59,2,NA,-0.824835123421895
"1064","5168:628","5168:628",0,2002,5,108.21,-117.59,1,NA,-19.8248351234219
"1065","5168:629","5168:629",1,2004,41,107.87,-118.55,3,NA,16.1751648765781
"1066","5168:629","5168:629",0,2003,19,107.87,-118.55,2,NA,-5.8248351234219
"1067","5168:629","5168:629",0,2002,4,107.87,-118.55,1,NA,-20.8248351234219
"1068","5168:630","5168:630",1,2004,26,108.63,-118.32,3,NA,1.1751648765781
"1069","5168:630","5168:630",1,2003,21,108.63,-118.32,2,NA,-3.8248351234219
"1070","5168:630","5168:630",0,2002,3,108.63,-118.32,1,NA,-21.8248351234219
"1071","5168:631","5168:631",0,2004,6,109.84,-118.64,3,NA,-18.8248351234219
"1072","5168:631","5168:631",0,2003,7,109.84,-118.64,2,NA,-17.8248351234219
"1073","5168:631","5168:631",0,2002,2,109.84,-118.64,1,NA,-22.8248351234219
"1074","5168:632","5168:632",1,2004,51,109.71,-116.88,3,NA,26.1751648765781
"1075","5168:632","5168:632",1,2003,42,109.71,-116.88,2,NA,17.1751648765781
"1076","5168:632","5168:632",1,2002,24,109.71,-116.88,1,NA,-0.824835123421895
"1077","5168:633","5168:633",1,2004,37,109.42,-116.38,3,NA,12.1751648765781
"1078","5168:633","5168:633",1,2003,27,109.42,-116.38,2,NA,2.1751648765781
"1079","5168:633","5168:633",0,2002,15,109.42,-116.38,1,NA,-9.8248351234219
"1080","5169:634","5169:634",0,2004,20,106.8,-114.12,3,NA,-4.8248351234219
"1081","5169:634","5169:634",0,2003,8,106.8,-114.12,2,NA,-16.8248351234219
"1082","5169:634","5169:634",0,2002,2,106.8,-114.12,1,NA,-22.8248351234219
"1083","5169:635","5169:635",0,2004,20,106.82,-114.03,3,NA,-4.8248351234219
"1084","5169:635","5169:635",0,2003,11,106.82,-114.03,2,NA,-13.8248351234219
"1085","5169:635","5169:635",0,2002,4,106.82,-114.03,1,NA,-20.8248351234219
"1086","5169:636","5169:636",1,2004,52,109.02,-114.31,3,NA,27.1751648765781
"1087","5169:636","5169:636",1,2003,44,109.02,-114.31,2,NA,19.1751648765781
"1088","5169:636","5169:636",0,2002,20,109.02,-114.31,1,NA,-4.8248351234219
"1089","5169:637","5169:637",1,2004,40,108.05,-111.58,3,NA,15.1751648765781
"1090","5169:637","5169:637",1,2003,16,108.05,-111.58,2,NA,-8.8248351234219
"1091","5169:637","5169:637",0,2002,3,108.05,-111.58,1,NA,-21.8248351234219
"1093","5169:638","5169:638",1,2003,26,108.01,-111.55,2,NA,1.1751648765781
"1094","5169:638","5169:638",0,2002,7,108.01,-111.55,1,NA,-17.8248351234219
"1095","5169:639","5169:639",1,2004,44,107.13,-112.62,3,NA,19.1751648765781
"1096","5169:639","5169:639",0,2003,11,107.13,-112.62,2,NA,-13.8248351234219
"1097","5169:639","5169:639",0,2002,4,107.13,-112.62,1,NA,-20.8248351234219
"1098","5169:640","5169:640",0,2004,16,106.06,-113.51,3,NA,-8.8248351234219
"1099","5169:640","5169:640",0,2003,4,106.06,-113.51,2,NA,-20.8248351234219
"1100","5169:640","5169:640",0,2002,2,106.06,-113.51,1,NA,-22.8248351234219
"1101","5169:641","5169:641",1,2004,44,107.09,-112.56,3,NA,19.1751648765781
"1102","5169:641","5169:641",1,2003,26,107.09,-112.56,2,NA,1.1751648765781
"1103","5169:641","5169:641",0,2002,3,107.09,-112.56,1,NA,-21.8248351234219
"1104","5169:642","5169:642",1,2004,36,107.04,-112.52,3,NA,11.1751648765781
"1105","5169:642","5169:642",1,2003,24,107.04,-112.52,2,NA,-0.824835123421895
"1106","5169:642","5169:642",0,2002,4,107.04,-112.52,1,NA,-20.8248351234219
"1107","5169:643.327","5169:643",1,2004,36,106.9,-112.57,3,NA,11.1751648765781
"1109","5169:643.327","5169:643",0,2002,1,106.9,-112.57,1,NA,-23.8248351234219
"1110","5169:643.328","5169:643",0,2004,13,106.9,-112.57,3,NA,-11.8248351234219
"1111","5169:643.328","5169:643",0,2003,6,106.9,-112.57,2,NA,-18.8248351234219
"1112","5169:643.328","5169:643",0,2002,4,106.9,-112.57,1,NA,-20.8248351234219
"1114","5169:643.329","5169:643",0,2003,5,106.9,-112.57,2,NA,-19.8248351234219
"1115","5169:643.329","5169:643",0,2002,1,106.9,-112.57,1,NA,-23.8248351234219
"1116","5169:644","5169:644",1,2004,37,106.28,-113.87,3,NA,12.1751648765781
"1117","5169:644","5169:644",1,2003,27,106.28,-113.87,2,NA,2.1751648765781
"1118","5169:644","5169:644",0,2002,4,106.28,-113.87,1,NA,-20.8248351234219
"1119","5169:645","5169:645",1,2004,41,106.17,-113.61,3,NA,16.1751648765781
"1120","5169:645","5169:645",1,2003,24,106.17,-113.61,2,NA,-0.824835123421895
"1121","5169:645","5169:645",0,2002,5,106.17,-113.61,1,NA,-19.8248351234219
"1122","5248:646","5248:646",1,2004,34,103.35,-126.1,3,NA,9.1751648765781
"1123","5248:646","5248:646",1,2003,25,103.35,-126.1,2,NA,0.175164876578105
"1124","5248:646","5248:646",0,2002,2,103.35,-126.1,1,NA,-22.8248351234219
"1125","5247:647","5247:647",1,2004,55,100.32,-125.57,3,NA,30.1751648765781
"1126","5247:647","5247:647",1,2003,46,100.32,-125.57,2,NA,21.1751648765781
"1127","5247:647","5247:647",0,2002,3,100.32,-125.57,1,NA,-21.8248351234219
"1128","5247:648","5247:648",1,2004,42,100.87,-124.57,3,NA,17.1751648765781
"1129","5247:648","5247:648",1,2003,36,100.87,-124.57,2,NA,11.1751648765781
"1130","5247:648","5247:648",0,2002,11,100.87,-124.57,1,NA,-13.8248351234219
"1131","5161:649","5161:649",1,2004,41,104.31,-138.74,3,NA,16.1751648765781
"1132","5161:649","5161:649",1,2003,22,104.31,-138.74,2,NA,-2.8248351234219
"1133","5161:649","5161:649",0,2002,6,104.31,-138.74,1,NA,-18.8248351234219
"1135","5156:650","5156:650",1,2003,26,75.66,-153.46,2,NA,1.1751648765781
"1136","5156:650","5156:650",0,2002,1,75.66,-153.46,1,NA,-23.8248351234219
"1137","5156:651","5156:651",1,2004,38,75.68,-153.48,3,NA,13.1751648765781
"1139","5156:651","5156:651",0,2002,3,75.68,-153.48,1,NA,-21.8248351234219
"1140","5156:652","5156:652",1,2004,45,75.31,-155.25,3,NA,20.1751648765781
"1141","5156:652","5156:652",1,2003,30,75.31,-155.25,2,NA,5.1751648765781
"1142","5156:652","5156:652",0,2002,7,75.31,-155.25,1,NA,-17.8248351234219
"1143","5156:653","5156:653",1,2004,28,75.25,-155.21,3,NA,3.1751648765781
"1144","5156:653","5156:653",1,2003,30,75.25,-155.21,2,NA,5.1751648765781
"1145","5156:653","5156:653",0,2002,7,75.25,-155.21,1,NA,-17.8248351234219
"1147","5156:654","5156:654",1,2003,17,75.21,-155.18,2,NA,-7.8248351234219
"1148","5156:654","5156:654",0,2002,5,75.21,-155.18,1,NA,-19.8248351234219
"1149","5155:655","5155:655",1,2004,36,81.15,-161.8,3,NA,11.1751648765781
"1150","5155:655","5155:655",1,2003,44,81.15,-161.8,2,NA,19.1751648765781
"1151","5155:655","5155:655",1,2002,21,81.15,-161.8,1,NA,-3.8248351234219
"1152","5155:656","5155:656",1,2004,46,80.81,-161.86,3,NA,21.1751648765781
"1153","5155:656","5155:656",1,2003,47,80.81,-161.86,2,NA,22.1751648765781
"1154","5155:656","5155:656",1,2002,23,80.81,-161.86,1,NA,-1.8248351234219
"1155","5155:657","5155:657",1,2004,47,81.24,-162.44,3,NA,22.1751648765781
"1156","5155:657","5155:657",1,2003,50,81.24,-162.44,2,NA,25.1751648765781
"1157","5155:657","5155:657",1,2002,17,81.24,-162.44,1,NA,-7.8248351234219
"1158","5155:658","5155:658",1,2004,47,80.76,-162.68,3,NA,22.1751648765781
"1159","5155:658","5155:658",1,2003,42,80.76,-162.68,2,NA,17.1751648765781
"1160","5155:658","5155:658",0,2002,11,80.76,-162.68,1,NA,-13.8248351234219
"1161","5152:659","5152:659",1,2004,28,86.59,-163.78,3,NA,3.1751648765781
"1162","5152:659","5152:659",1,2003,27,86.59,-163.78,2,NA,2.1751648765781
"1163","5152:659","5152:659",0,2002,1,86.59,-163.78,1,NA,-23.8248351234219
"1164","5152:660","5152:660",0,2004,10,86.71,-163.8,3,NA,-14.8248351234219
"1165","5152:660","5152:660",1,2003,27,86.71,-163.8,2,NA,2.1751648765781
"1166","5152:660","5152:660",0,2002,1,86.71,-163.8,1,NA,-23.8248351234219
"1167","5152:661","5152:661",1,2004,31,86.55,-163.75,3,NA,6.1751648765781
"1168","5152:661","5152:661",1,2003,20,86.55,-163.75,2,NA,-4.8248351234219
"1169","5152:661","5152:661",0,2002,3,86.55,-163.75,1,NA,-21.8248351234219
"1170","5152:662","5152:662",1,2004,35,87.51,-164.55,3,NA,10.1751648765781
"1171","5152:662","5152:662",1,2003,40,87.51,-164.55,2,NA,15.1751648765781
"1172","5152:662","5152:662",0,2002,12,87.51,-164.55,1,NA,-12.8248351234219
"1173","5149:663","5149:663",1,2004,33,106.81,-161.41,3,NA,8.1751648765781
"1174","5149:663","5149:663",1,2003,24,106.81,-161.41,2,NA,-0.824835123421895
"1175","5149:663","5149:663",0,2002,7,106.81,-161.41,1,NA,-17.8248351234219
"1176","5149:664","5149:664",1,2004,24,107.94,-163.15,3,NA,-0.824835123421895
"1177","5149:664","5149:664",1,2003,37,107.94,-163.15,2,NA,12.1751648765781
"1178","5149:664","5149:664",0,2002,7,107.94,-163.15,1,NA,-17.8248351234219
"1179","5148:665","5148:665",1,2004,63,107.99,-166.82,3,NA,38.1751648765781
"1180","5148:665","5148:665",1,2003,32,107.99,-166.82,2,NA,7.1751648765781
"1181","5148:665","5148:665",0,2002,7,107.99,-166.82,1,NA,-17.8248351234219
"1183","5203:666","5203:666",1,2003,58,42.99,36.1,2,NA,33.1751648765781
"1184","5203:666","5203:666",0,2002,17,42.99,36.1,1,NA,-7.8248351234219
"1186","5197:667","5197:667",1,2005,46.5,37.88,-47.27,4,NA,21.6751648765781
"1187","5197:667","5197:667",1,2004,33,37.88,-47.27,3,NA,8.1751648765781
"1188","5197:667","5197:667",1,2003,35,37.88,-47.27,2,NA,10.1751648765781
"1189","5197:667","5197:667",0,2002,8,37.88,-47.27,1,NA,-16.8248351234219
"1191","5197:668","5197:668",1,2004,47,32.49,-44.4,3,NA,22.1751648765781
"1192","5197:668","5197:668",1,2003,42,32.49,-44.4,2,NA,17.1751648765781
"1193","5197:668","5197:668",0,2002,11,32.49,-44.4,1,NA,-13.8248351234219
"1195","5197:669","5197:669",1,2002,17,32.79,-45.29,1,NA,-7.8248351234219
"1197","5197:670","5197:670",1,2004,24,33.98,-47.16,3,NA,-0.824835123421895
"1198","5197:670","5197:670",1,2003,15,33.98,-47.16,2,NA,-9.8248351234219
"1199","5197:670","5197:670",0,2002,3,33.98,-47.16,1,NA,-21.8248351234219
"1201","5197:671","5197:671",1,2005,28.8,34.1,-47.24,4,NA,3.97516487657811
"1202","5197:671","5197:671",1,2004,29,34.1,-47.24,3,NA,4.1751648765781
"1203","5197:671","5197:671",0,2003,5,34.1,-47.24,2,NA,-19.8248351234219
"1204","5197:671","5197:671",0,2002,3,34.1,-47.24,1,NA,-21.8248351234219
"1206","5197:672","5197:672",1,2005,48.2,33.6,-47.32,4,NA,23.3751648765781
"1207","5197:672","5197:672",1,2004,46,33.6,-47.32,3,NA,21.1751648765781
"1208","5197:672","5197:672",1,2003,34,33.6,-47.32,2,NA,9.1751648765781
"1209","5197:672","5197:672",1,2002,24,33.6,-47.32,1,NA,-0.824835123421895
"1211","5197:673","5197:673",1,2005,48.5,34.74,-47.46,4,NA,23.6751648765781
"1212","5197:673","5197:673",1,2004,30,34.74,-47.46,3,NA,5.1751648765781
"1213","5197:673","5197:673",1,2003,32,34.74,-47.46,2,NA,7.1751648765781
"1214","5197:673","5197:673",0,2002,5,34.74,-47.46,1,NA,-19.8248351234219
"1216","5197:674","5197:674",1,2003,22,39.32,-53.15,2,NA,-2.8248351234219
"1217","5197:674","5197:674",0,2002,3,39.32,-53.15,1,NA,-21.8248351234219
"1218","5197:675","5197:675",1,2007,45.1,34.08,-50.81,6,NA,20.2751648765781
"1219","5197:675","5197:675",1,2006,21.1,34.08,-50.81,5,NA,-3.72483512342189
"1220","5197:675","5197:675",1,2005,40.9,34.08,-50.81,4,NA,16.0751648765781
"1221","5197:675","5197:675",1,2004,47,34.08,-50.81,3,NA,22.1751648765781
"1222","5197:675","5197:675",1,2003,32,34.08,-50.81,2,NA,7.1751648765781
"1223","5197:675","5197:675",0,2002,6,34.08,-50.81,1,NA,-18.8248351234219
"1225","5197:676","5197:676",1,2005,30.2,36.34,-53.71,4,NA,5.3751648765781
"1226","5197:676","5197:676",0,2004,23,36.34,-53.71,3,NA,-1.8248351234219
"1228","5197:676","5197:676",0,2002,3,36.34,-53.71,1,NA,-21.8248351234219
"1230","5197:677","5197:677",1,2005,39.3,36.3,-53.65,4,NA,14.4751648765781
"1231","5197:677","5197:677",1,2004,36,36.3,-53.65,3,NA,11.1751648765781
"1232","5197:677","5197:677",1,2003,18,36.3,-53.65,2,NA,-6.8248351234219
"1233","5197:677","5197:677",0,2002,2,36.3,-53.65,1,NA,-22.8248351234219
"1235","5197:678","5197:678",1,2005,50.1,36.68,-54.66,4,NA,25.2751648765781
"1236","5197:678","5197:678",1,2004,50,36.68,-54.66,3,NA,25.1751648765781
"1237","5197:678","5197:678",1,2003,37,36.68,-54.66,2,NA,12.1751648765781
"1238","5197:678","5197:678",0,2002,7,36.68,-54.66,1,NA,-17.8248351234219
"1240","5197:679","5197:679",1,2004,40,33.33,-43.8,3,NA,15.1751648765781
"1241","5197:679","5197:679",1,2003,42,33.33,-43.8,2,NA,17.1751648765781
"1242","5197:679","5197:679",0,2002,8,33.33,-43.8,1,NA,-16.8248351234219
"1244","5197:680","5197:680",1,2005,37,38.74,-50.86,4,NA,12.1751648765781
"1245","5197:680","5197:680",1,2004,23,38.74,-50.86,3,NA,-1.8248351234219
"1246","5197:680","5197:680",1,2003,15,38.74,-50.86,2,NA,-9.8248351234219
"1247","5197:680","5197:680",0,2002,3,38.74,-50.86,1,NA,-21.8248351234219
"1249","5197:681","5197:681",1,2005,30.6,38.84,-52.14,4,NA,5.77516487657811
"1250","5197:681","5197:681",0,2004,14,38.84,-52.14,3,NA,-10.8248351234219
"1251","5197:681","5197:681",0,2003,11,38.84,-52.14,2,NA,-13.8248351234219
"1252","5197:681","5197:681",0,2002,3,38.84,-52.14,1,NA,-21.8248351234219
"1254","5197:682","5197:682",0,2003,15,38.73,-51.16,2,NA,-9.8248351234219
"1255","5197:682","5197:682",0,2002,4,38.73,-51.16,1,NA,-20.8248351234219
"1257","5197:683","5197:683",1,2005,40,34.57,-49.78,4,NA,15.1751648765781
"1258","5197:683","5197:683",1,2004,23,34.57,-49.78,3,NA,-1.8248351234219
"1259","5197:683","5197:683",1,2003,31,34.57,-49.78,2,NA,6.1751648765781
"1260","5197:683","5197:683",0,2002,6,34.57,-49.78,1,NA,-18.8248351234219
"1262","5197:684","5197:684",1,2005,24.7,34.84,-49.55,4,NA,-0.124835123421896
"1263","5197:684","5197:684",1,2004,26,34.84,-49.55,3,NA,1.1751648765781
"1264","5197:684","5197:684",0,2003,11,34.84,-49.55,2,NA,-13.8248351234219
"1265","5197:684","5197:684",0,2002,3,34.84,-49.55,1,NA,-21.8248351234219
"1266","5197:685","5197:685",1,2007,10.1,34.79,-49.59,6,NA,-14.7248351234219
"1267","5197:685","5197:685",0,2006,1.8,34.79,-49.59,5,NA,-23.0248351234219
"1268","5197:685","5197:685",0,2005,7.2,34.79,-49.59,4,NA,-17.6248351234219
"1269","5197:685","5197:685",0,2004,9,34.79,-49.59,3,NA,-15.8248351234219
"1270","5197:685","5197:685",0,2003,5,34.79,-49.59,2,NA,-19.8248351234219
"1271","5197:685","5197:685",0,2002,1,34.79,-49.59,1,NA,-23.8248351234219
"1273","5197:686","5197:686",0,2005,15.3,35.03,-48.9,4,NA,-9.52483512342189
"1274","5197:686","5197:686",0,2004,3,35.03,-48.9,3,NA,-21.8248351234219
"1275","5197:686","5197:686",1,2003,24,35.03,-48.9,2,NA,-0.824835123421895
"1276","5197:686","5197:686",0,2002,3,35.03,-48.9,1,NA,-21.8248351234219
"1278","5197:687","5197:687",1,2005,23.2,34.97,-49.15,4,NA,-1.6248351234219
"1279","5197:687","5197:687",1,2004,28,34.97,-49.15,3,NA,3.1751648765781
"1280","5197:687","5197:687",1,2003,28,34.97,-49.15,2,NA,3.1751648765781
"1281","5197:687","5197:687",0,2002,7,34.97,-49.15,1,NA,-17.8248351234219
"1282","5198:688","5198:688",1,2007,42.4,34.29,-25.38,6,NA,17.5751648765781
"1283","5198:688","5198:688",1,2006,37.1,34.29,-25.38,5,NA,12.2751648765781
"1284","5198:688","5198:688",1,2005,49.3,34.29,-25.38,4,NA,24.4751648765781
"1285","5198:688","5198:688",0,2004,17,34.29,-25.38,3,NA,-7.8248351234219
"1286","5198:688","5198:688",0,2003,7,34.29,-25.38,2,NA,-17.8248351234219
"1287","5198:688","5198:688",0,2002,2,34.29,-25.38,1,NA,-22.8248351234219
"1289","5236:689","5236:689",1,2005,34.9,28.63,-12.69,4,NA,10.0751648765781
"1290","5236:689","5236:689",0,2004,26,28.63,-12.69,3,NA,1.1751648765781
"1291","5236:689","5236:689",1,2003,15,28.63,-12.69,2,NA,-9.8248351234219
"1292","5236:689","5236:689",0,2002,3,28.63,-12.69,1,NA,-21.8248351234219
"1294","5236:690","5236:690",1,2005,51,28.6,-12.7,4,NA,26.1751648765781
"1295","5236:690","5236:690",1,2004,20,28.6,-12.7,3,NA,-4.8248351234219
"1296","5236:690","5236:690",1,2003,30,28.6,-12.7,2,NA,5.1751648765781
"1297","5236:690","5236:690",0,2002,6,28.6,-12.7,1,NA,-18.8248351234219
"1299","5212:691","5212:691",1,2005,29,-2.51,-7.01,4,NA,4.1751648765781
"1300","5212:691","5212:691",0,2004,18,-2.51,-7.01,3,NA,-6.8248351234219
"1301","5212:691","5212:691",0,2003,7,-2.51,-7.01,2,NA,-17.8248351234219
"1302","5212:691","5212:691",0,2002,2,-2.51,-7.01,1,NA,-22.8248351234219
"1304","5212:692","5212:692",1,2006,25.6,-1.88,-7.72,5,NA,0.775164876578106
