"","uID","uLoc","rep","year","height","height_prev","X","Y"
"785","5197:553","5197:553",1,2003,22,3,35.22,-49.07
"787","5197:554","5197:554",1,2007,48.8,37.6,35.2,-49.14
"788","5197:554","5197:554",1,2006,37.6,31.4,35.2,-49.14
"789","5197:554","5197:554",1,2005,31.4,34,35.2,-49.14
"790","5197:554","5197:554",1,2004,34,28,35.2,-49.14
"791","5197:554","5197:554",1,2003,28,4,35.2,-49.14
"794","5197:555","5197:555",1,2005,30.2,31,35.32,-49.11
"795","5197:555","5197:555",1,2004,31,12,35.32,-49.11
"796","5197:555","5197:555",0,2003,12,4,35.32,-49.11
"799","5197:556","5197:556",1,2005,19,13,35.33,-49.14
"800","5197:556","5197:556",0,2004,13,3,35.33,-49.14
"801","5197:556","5197:556",0,2003,3,2,35.33,-49.14
"807","5197:558","5197:558",1,2005,50.7,47,35.46,-49.39
"808","5197:558","5197:558",1,2004,47,34,35.46,-49.39
"809","5197:558","5197:558",1,2003,34,3,35.46,-49.39
"814","5197:559.239","5197:559",1,2005,54.5,38,35.49,-49.31
"815","5197:559.239","5197:559",1,2004,38,17,35.49,-49.31
"816","5197:559.239","5197:559",1,2003,17,1,35.49,-49.31
"819","5197:560","5197:560",1,2005,24.7,26,35.65,-49.39
"820","5197:560","5197:560",1,2004,26,6,35.65,-49.39
"821","5197:560","5197:560",0,2003,6,2,35.65,-49.39
"824","5197:561","5197:561",1,2005,36.5,37,35.4,-49.46
"825","5197:561","5197:561",1,2004,37,33,35.4,-49.46
"826","5197:561","5197:561",1,2003,33,3,35.4,-49.46
"829","5197:562","5197:562",1,2005,32.1,33,34.52,-49.48
"830","5197:562","5197:562",1,2004,33,19,34.52,-49.48
"831","5197:562","5197:562",1,2003,19,3,34.52,-49.48
"834","5197:563.243","5197:563",1,2005,23.1,20,34.58,-49.52
"835","5197:563.243","5197:563",0,2004,20,12,34.58,-49.52
"836","5197:563.243","5197:563",0,2003,12,2,34.58,-49.52
"839","5197:563.244","5197:563",0,2004,9,9,34.58,-49.52
"840","5197:563.244","5197:563",0,2003,9,2,34.58,-49.52
"845","5203:565","5203:565",1,2003,24,2,40.73,37.37
"847","5149:566","5149:566",1,2004,31,53,108.95,-162.14
"848","5149:566","5149:566",1,2003,53,30,108.95,-162.14
"850","5149:567","5149:567",1,2004,49,51,107.14,-161.22
"851","5149:567","5149:567",1,2003,51,21,107.14,-161.22
"854","5149:568","5149:568",1,2003,48,21,107.65,-161.26
"859","5152:570","5152:570",1,2004,50,39,85.68,-164.07
"860","5152:570","5152:570",1,2003,39,6,85.68,-164.07
"862","5152:571","5152:571",0,2004,14,7,85.93,-163.76
"863","5152:571","5152:571",0,2003,7,1,85.93,-163.76
"865","5152:572","5152:572",1,2004,25,6,85.95,-163.64
"866","5152:572","5152:572",0,2003,6,2,85.95,-163.64
"868","5152:573","5152:573",1,2004,46,33,86.02,-163.72
"869","5152:573","5152:573",1,2003,33,7,86.02,-163.72
"875","5152:574.256","5152:574",0,2003,15,2,86.27,-162.82
"881","5152:575.259","5152:575",1,2004,38,25,86.46,-162.34
"882","5152:575.259","5152:575",1,2003,25,3,86.46,-162.34
"884","5152:576","5152:576",1,2004,30,18,86.45,-162.12
"885","5152:576","5152:576",1,2003,18,1,86.45,-162.12
"887","5152:577","5152:577",1,2004,30,23,86.44,-162.18
"888","5152:577","5152:577",1,2003,23,2,86.44,-162.18
"890","5152:578","5152:578",1,2004,41,27,86.32,-162.27
"891","5152:578","5152:578",1,2003,27,6,86.32,-162.27
"893","5152:579","5152:579",1,2004,29,27,85.98,-162.26
"894","5152:579","5152:579",1,2003,27,3,85.98,-162.26
"896","5152:580","5152:580",1,2004,31,37,86.13,-162.04
"897","5152:580","5152:580",1,2003,37,5,86.13,-162.04
"899","5152:581","5152:581",0,2004,17,32,86.03,-161.88
"900","5152:581","5152:581",1,2003,32,7,86.03,-161.88
"902","5152:582","5152:582",1,2004,28,26,85.95,-161.93
"903","5152:582","5152:582",1,2003,26,3,85.95,-161.93
"905","5152:583","5152:583",1,2004,23,23,85.96,-161.74
"906","5152:583","5152:583",1,2003,23,16,85.96,-161.74
"908","5152:584","5152:584",1,2004,28,33,85.9,-161.7
"909","5152:584","5152:584",1,2003,33,7,85.9,-161.7
"913","5152:586","5152:586",1,2004,30,17,86.34,-161.67
"914","5152:586","5152:586",1,2003,17,3,86.34,-161.67
"916","5152:587","5152:587",1,2004,34,18,86.45,-161.84
"917","5152:587","5152:587",1,2003,18,2,86.45,-161.84
"922","5152:589","5152:589",1,2003,23,3,88.17,-163.17
"924","5152:590","5152:590",1,2004,39,26,87.93,-163.95
"925","5152:590","5152:590",1,2003,26,4,87.93,-163.95
"927","5152:591","5152:591",1,2004,39,24,87.9,-164
"928","5152:591","5152:591",1,2003,24,2,87.9,-164
"930","5152:592","5152:592",1,2004,33,16,87.49,-164.04
"931","5152:592","5152:592",1,2003,16,2,87.49,-164.04
"933","5152:593","5152:593",1,2004,25,10,87.42,-164.05
"934","5152:593","5152:593",0,2003,10,2,87.42,-164.05
"936","5152:594","5152:594",1,2004,32,32,86.95,-164.1
"937","5152:594","5152:594",1,2003,32,4,86.95,-164.1
"939","5152:595","5152:595",1,2004,29,27,86.96,-164.04
"940","5152:595","5152:595",1,2003,27,2,86.96,-164.04
"942","5152:596","5152:596",1,2004,25,50,84.73,-164.41
"943","5152:596","5152:596",1,2003,50,21,84.73,-164.41
"945","5152:597","5152:597",1,2004,38,33,85.04,-164.38
"946","5152:597","5152:597",1,2003,33,10,85.04,-164.38
"948","5152:598","5152:598",1,2004,12,25,86.53,-163.71
"949","5152:598","5152:598",1,2003,25,3,86.53,-163.71
"951","5152:599","5152:599",1,2004,37,26,86.51,-163.59
"952","5152:599","5152:599",1,2003,26,2,86.51,-163.59
"954","5152:600","5152:600",0,2004,18,18,86.66,-163.7
"955","5152:600","5152:600",1,2003,18,3,86.66,-163.7
"957","5134:601","5134:601",0,2004,16,14,94.08,-183.45
"958","5134:601","5134:601",0,2003,14,6,94.08,-183.45
"960","5134:602","5134:602",1,2004,31,17,94.3,-183.64
"961","5134:602","5134:602",1,2003,17,10,94.3,-183.64
"963","5147:603","5147:603",1,2004,43,57,109.7,-169.77
"964","5147:603","5147:603",1,2003,57,25,109.7,-169.77
"966","5161:604","5161:604",1,2004,47,26,104.88,-136.48
"967","5161:604","5161:604",1,2003,26,7,104.88,-136.48
"969","5169:605","5169:605",1,2004,35,28,106.02,-111.58
"970","5169:605","5169:605",1,2003,28,6,106.02,-111.58
"973","5169:606","5169:606",1,2003,32,9,105.94,-111.57
"976","5176:607","5176:607",1,2006,51.4,33.6,100.99,-95.14
"977","5176:607","5176:607",1,2005,33.6,32,100.99,-95.14
"978","5176:607","5176:607",1,2004,32,46,100.99,-95.14
"979","5176:607","5176:607",1,2003,46,17,100.99,-95.14
"982","5176:608","5176:608",0,2005,10.5,40,100.8,-95.37
"983","5176:608","5176:608",0,2004,40,44,100.8,-95.37
"984","5176:608","5176:608",1,2003,44,13,100.8,-95.37
"986","5176:609","5176:609",1,2007,47.4,27.9,100.94,-95.36
"987","5176:609","5176:609",1,2006,27.9,15.8,100.94,-95.36
"988","5176:609","5176:609",0,2005,15.8,26,100.94,-95.36
"989","5176:609","5176:609",1,2004,26,37,100.94,-95.36
"990","5176:609","5176:609",1,2003,37,9,100.94,-95.36
"993","5176:610","5176:610",1,2004,29,10,101.34,-95.67
"994","5176:610","5176:610",0,2003,10,6,101.34,-95.67
"997","5176:611","5176:611",0,2003,5,5,101.38,-95.56
"1000","5176:612","5176:612",1,2004,44,13,101.41,-95.56
"1001","5176:612","5176:612",0,2003,13,3,101.41,-95.56
"1004","5176:613","5176:613",1,2003,53,15,101.62,-95.12
"1009","5176:614","5176:614",1,2004,51,28,101.7,-95.15
"1010","5176:614","5176:614",0,2003,28,11,101.7,-95.15
"1013","5169:615","5169:615",1,2003,19,5,113.89,-108.75
"1015","5169:616","5169:616",1,2004,32,24,114.09,-108.99
"1016","5169:616","5169:616",1,2003,24,3,114.09,-108.99
"1018","5169:617","5169:617",1,2004,28,12,107.72,-111.68
"1019","5169:617","5169:617",0,2003,12,5,107.72,-111.68
"1022","5176:618","5176:618",1,2004,33,19,100.94,-96.38
"1023","5176:618","5176:618",0,2003,19,4,100.94,-96.38
"1026","5176:619","5176:619",1,2004,44,33,100.95,-96.29
"1027","5176:619","5176:619",1,2003,33,4,100.95,-96.29
"1029","5176:620","5176:620",1,2007,53.1,46.5,100.82,-96.35
"1030","5176:620","5176:620",1,2006,46.5,40.6,100.82,-96.35
"1031","5176:620","5176:620",1,2005,40.6,45,100.82,-96.35
"1032","5176:620","5176:620",1,2004,45,38,100.82,-96.35
"1033","5176:620","5176:620",1,2003,38,7,100.82,-96.35
"1036","5176:621","5176:621",1,2004,45,26,101.35,-97.01
"1037","5176:621","5176:621",1,2003,26,3,101.35,-97.01
"1040","5176:622","5176:622",1,2004,55,34,102.81,-99.42
"1041","5176:622","5176:622",1,2003,34,3,102.81,-99.42
"1043","5176:623","5176:623",1,2007,24.2,20.4,104.13,-99.33
"1044","5176:623","5176:623",0,2006,20.4,8.5,104.13,-99.33
"1047","5176:623","5176:623",1,2003,34,13,104.13,-99.33
"1050","5176:624","5176:624",1,2004,31,31,107.69,-98.6
"1051","5176:624","5176:624",1,2003,31,11,107.69,-98.6
"1054","5176:625","5176:625",1,2003,29,6,106.88,-99.82
"1057","5176:626","5176:626",1,2003,44,5,106.33,-100.34
"1060","5176:627","5176:627",1,2003,36,5,106.45,-100.17
"1062","5168:628","5168:628",0,2004,26,24,108.21,-117.59
"1063","5168:628","5168:628",1,2003,24,5,108.21,-117.59
"1065","5168:629","5168:629",1,2004,41,19,107.87,-118.55
"1066","5168:629","5168:629",0,2003,19,4,107.87,-118.55
"1068","5168:630","5168:630",1,2004,26,21,108.63,-118.32
"1069","5168:630","5168:630",1,2003,21,3,108.63,-118.32
"1071","5168:631","5168:631",0,2004,6,7,109.84,-118.64
"1072","5168:631","5168:631",0,2003,7,2,109.84,-118.64
"1074","5168:632","5168:632",1,2004,51,42,109.71,-116.88
"1075","5168:632","5168:632",1,2003,42,24,109.71,-116.88
"1077","5168:633","5168:633",1,2004,37,27,109.42,-116.38
"1078","5168:633","5168:633",1,2003,27,15,109.42,-116.38
"1080","5169:634","5169:634",0,2004,20,8,106.8,-114.12
"1081","5169:634","5169:634",0,2003,8,2,106.8,-114.12
"1083","5169:635","5169:635",0,2004,20,11,106.82,-114.03
"1084","5169:635","5169:635",0,2003,11,4,106.82,-114.03
"1086","5169:636","5169:636",1,2004,52,44,109.02,-114.31
"1087","5169:636","5169:636",1,2003,44,20,109.02,-114.31
"1089","5169:637","5169:637",1,2004,40,16,108.05,-111.58
"1090","5169:637","5169:637",1,2003,16,3,108.05,-111.58
"1093","5169:638","5169:638",1,2003,26,7,108.01,-111.55
"1095","5169:639","5169:639",1,2004,44,11,107.13,-112.62
"1096","5169:639","5169:639",0,2003,11,4,107.13,-112.62
"1098","5169:640","5169:640",0,2004,16,4,106.06,-113.51
"1099","5169:640","5169:640",0,2003,4,2,106.06,-113.51
"1101","5169:641","5169:641",1,2004,44,26,107.09,-112.56
"1102","5169:641","5169:641",1,2003,26,3,107.09,-112.56
"1104","5169:642","5169:642",1,2004,36,24,107.04,-112.52
"1105","5169:642","5169:642",1,2003,24,4,107.04,-112.52
"1110","5169:643.328","5169:643",0,2004,13,6,106.9,-112.57
"1111","5169:643.328","5169:643",0,2003,6,4,106.9,-112.57
"1114","5169:643.329","5169:643",0,2003,5,1,106.9,-112.57
"1116","5169:644","5169:644",1,2004,37,27,106.28,-113.87
"1117","5169:644","5169:644",1,2003,27,4,106.28,-113.87
"1119","5169:645","5169:645",1,2004,41,24,106.17,-113.61
"1120","5169:645","5169:645",1,2003,24,5,106.17,-113.61
"1122","5248:646","5248:646",1,2004,34,25,103.35,-126.1
"1123","5248:646","5248:646",1,2003,25,2,103.35,-126.1
"1125","5247:647","5247:647",1,2004,55,46,100.32,-125.57
"1126","5247:647","5247:647",1,2003,46,3,100.32,-125.57
"1128","5247:648","5247:648",1,2004,42,36,100.87,-124.57
"1129","5247:648","5247:648",1,2003,36,11,100.87,-124.57
"1131","5161:649","5161:649",1,2004,41,22,104.31,-138.74
"1132","5161:649","5161:649",1,2003,22,6,104.31,-138.74
"1135","5156:650","5156:650",1,2003,26,1,75.66,-153.46
"1140","5156:652","5156:652",1,2004,45,30,75.31,-155.25
"1141","5156:652","5156:652",1,2003,30,7,75.31,-155.25
"1143","5156:653","5156:653",1,2004,28,30,75.25,-155.21
"1144","5156:653","5156:653",1,2003,30,7,75.25,-155.21
"1147","5156:654","5156:654",1,2003,17,5,75.21,-155.18
"1149","5155:655","5155:655",1,2004,36,44,81.15,-161.8
"1150","5155:655","5155:655",1,2003,44,21,81.15,-161.8
"1152","5155:656","5155:656",1,2004,46,47,80.81,-161.86
"1153","5155:656","5155:656",1,2003,47,23,80.81,-161.86
"1155","5155:657","5155:657",1,2004,47,50,81.24,-162.44
"1156","5155:657","5155:657",1,2003,50,17,81.24,-162.44
"1158","5155:658","5155:658",1,2004,47,42,80.76,-162.68
"1159","5155:658","5155:658",1,2003,42,11,80.76,-162.68
"1161","5152:659","5152:659",1,2004,28,27,86.59,-163.78
"1162","5152:659","5152:659",1,2003,27,1,86.59,-163.78
"1164","5152:660","5152:660",0,2004,10,27,86.71,-163.8
"1165","5152:660","5152:660",1,2003,27,1,86.71,-163.8
"1167","5152:661","5152:661",1,2004,31,20,86.55,-163.75
"1168","5152:661","5152:661",1,2003,20,3,86.55,-163.75
"1170","5152:662","5152:662",1,2004,35,40,87.51,-164.55
"1171","5152:662","5152:662",1,2003,40,12,87.51,-164.55
"1173","5149:663","5149:663",1,2004,33,24,106.81,-161.41
"1174","5149:663","5149:663",1,2003,24,7,106.81,-161.41
"1176","5149:664","5149:664",1,2004,24,37,107.94,-163.15
"1177","5149:664","5149:664",1,2003,37,7,107.94,-163.15
"1179","5148:665","5148:665",1,2004,63,32,107.99,-166.82
"1180","5148:665","5148:665",1,2003,32,7,107.99,-166.82
"1183","5203:666","5203:666",1,2003,58,17,42.99,36.1
"1186","5197:667","5197:667",1,2005,46.5,33,37.88,-47.27
"1187","5197:667","5197:667",1,2004,33,35,37.88,-47.27
"1188","5197:667","5197:667",1,2003,35,8,37.88,-47.27
"1191","5197:668","5197:668",1,2004,47,42,32.49,-44.4
"1192","5197:668","5197:668",1,2003,42,11,32.49,-44.4
"1197","5197:670","5197:670",1,2004,24,15,33.98,-47.16
"1198","5197:670","5197:670",1,2003,15,3,33.98,-47.16
"1201","5197:671","5197:671",1,2005,28.8,29,34.1,-47.24
"1202","5197:671","5197:671",1,2004,29,5,34.1,-47.24
"1203","5197:671","5197:671",0,2003,5,3,34.1,-47.24
"1206","5197:672","5197:672",1,2005,48.2,46,33.6,-47.32
"1207","5197:672","5197:672",1,2004,46,34,33.6,-47.32
"1208","5197:672","5197:672",1,2003,34,24,33.6,-47.32
"1211","5197:673","5197:673",1,2005,48.5,30,34.74,-47.46
"1212","5197:673","5197:673",1,2004,30,32,34.74,-47.46
"1213","5197:673","5197:673",1,2003,32,5,34.74,-47.46
"1216","5197:674","5197:674",1,2003,22,3,39.32,-53.15
"1218","5197:675","5197:675",1,2007,45.1,21.1,34.08,-50.81
"1219","5197:675","5197:675",1,2006,21.1,40.9,34.08,-50.81
"1220","5197:675","5197:675",1,2005,40.9,47,34.08,-50.81
"1221","5197:675","5197:675",1,2004,47,32,34.08,-50.81
"1222","5197:675","5197:675",1,2003,32,6,34.08,-50.81
"1225","5197:676","5197:676",1,2005,30.2,23,36.34,-53.71
"1230","5197:677","5197:677",1,2005,39.3,36,36.3,-53.65
"1231","5197:677","5197:677",1,2004,36,18,36.3,-53.65
"1232","5197:677","5197:677",1,2003,18,2,36.3,-53.65
"1235","5197:678","5197:678",1,2005,50.1,50,36.68,-54.66
"1236","5197:678","5197:678",1,2004,50,37,36.68,-54.66
"1237","5197:678","5197:678",1,2003,37,7,36.68,-54.66
"1240","5197:679","5197:679",1,2004,40,42,33.33,-43.8
"1241","5197:679","5197:679",1,2003,42,8,33.33,-43.8
"1244","5197:680","5197:680",1,2005,37,23,38.74,-50.86
"1245","5197:680","5197:680",1,2004,23,15,38.74,-50.86
"1246","5197:680","5197:680",1,2003,15,3,38.74,-50.86
"1249","5197:681","5197:681",1,2005,30.6,14,38.84,-52.14
"1250","5197:681","5197:681",0,2004,14,11,38.84,-52.14
"1251","5197:681","5197:681",0,2003,11,3,38.84,-52.14
"1254","5197:682","5197:682",0,2003,15,4,38.73,-51.16
"1257","5197:683","5197:683",1,2005,40,23,34.57,-49.78
"1258","5197:683","5197:683",1,2004,23,31,34.57,-49.78
"1259","5197:683","5197:683",1,2003,31,6,34.57,-49.78
"1262","5197:684","5197:684",1,2005,24.7,26,34.84,-49.55
"1263","5197:684","5197:684",1,2004,26,11,34.84,-49.55
"1264","5197:684","5197:684",0,2003,11,3,34.84,-49.55
"1266","5197:685","5197:685",1,2007,10.1,1.8,34.79,-49.59
"1267","5197:685","5197:685",0,2006,1.8,7.2,34.79,-49.59
"1268","5197:685","5197:685",0,2005,7.2,9,34.79,-49.59
"1269","5197:685","5197:685",0,2004,9,5,34.79,-49.59
"1270","5197:685","5197:685",0,2003,5,1,34.79,-49.59
"1273","5197:686","5197:686",0,2005,15.3,3,35.03,-48.9
"1274","5197:686","5197:686",0,2004,3,24,35.03,-48.9
"1275","5197:686","5197:686",1,2003,24,3,35.03,-48.9
"1278","5197:687","5197:687",1,2005,23.2,28,34.97,-49.15
"1279","5197:687","5197:687",1,2004,28,28,34.97,-49.15
"1280","5197:687","5197:687",1,2003,28,7,34.97,-49.15
"1282","5198:688","5198:688",1,2007,42.4,37.1,34.29,-25.38
"1283","5198:688","5198:688",1,2006,37.1,49.3,34.29,-25.38
"1284","5198:688","5198:688",1,2005,49.3,17,34.29,-25.38
"1285","5198:688","5198:688",0,2004,17,7,34.29,-25.38
"1286","5198:688","5198:688",0,2003,7,2,34.29,-25.38
"1289","5236:689","5236:689",1,2005,34.9,26,28.63,-12.69
"1290","5236:689","5236:689",0,2004,26,15,28.63,-12.69
"1291","5236:689","5236:689",1,2003,15,3,28.63,-12.69
"1294","5236:690","5236:690",1,2005,51,20,28.6,-12.7
"1295","5236:690","5236:690",1,2004,20,30,28.6,-12.7
"1296","5236:690","5236:690",1,2003,30,6,28.6,-12.7
"1299","5212:691","5212:691",1,2005,29,18,-2.51,-7.01
"1300","5212:691","5212:691",0,2004,18,7,-2.51,-7.01
"1301","5212:691","5212:691",0,2003,7,2,-2.51,-7.01
"1304","5212:692","5212:692",1,2006,25.6,40,-1.88,-7.72
"1305","5212:692","5212:692",1,2005,40,23,-1.88,-7.72
"1306","5212:692","5212:692",0,2004,23,11,-1.88,-7.72
"1307","5212:692","5212:692",0,2003,11,4,-1.88,-7.72
"1318","5212:695","5212:695",1,2004,33,28,-2.25,-7.86
"1319","5212:695","5212:695",1,2003,28,5,-2.25,-7.86
"1321","5212:696","5212:696",0,2007,9.9,15,-1.87,-6.31
"1322","5212:696","5212:696",0,2006,15,45,-1.87,-6.31
"1323","5212:696","5212:696",1,2005,45,36,-1.87,-6.31
"1324","5212:696","5212:696",1,2004,36,32,-1.87,-6.31
"1325","5212:696","5212:696",1,2003,32,13,-1.87,-6.31
"1327","5209:697","5209:697",1,2007,31.4,57.6,18.82,5.5
"1328","5209:697","5209:697",1,2006,57.6,63.5,18.82,5.5
"1329","5209:697","5209:697",1,2005,63.5,31,18.82,5.5
"1330","5209:697","5209:697",0,2004,31,39,18.82,5.5
"1331","5209:697","5209:697",1,2003,39,24,18.82,5.5
"1334","5209:698","5209:698",1,2005,47,31,19.09,5.95
"1335","5209:698","5209:698",1,2004,31,34,19.09,5.95
"1336","5209:698","5209:698",1,2003,34,4,19.09,5.95
"1339","5209:699","5209:699",1,2003,25,2,16.9,6.05
"1342","5203:700","5203:700",1,2006,64.1,64.5,24.93,37.51
"1343","5203:700","5203:700",1,2005,64.5,28,24.93,37.51
"1344","5203:700","5203:700",0,2004,28,29,24.93,37.51
"1345","5203:700","5203:700",1,2003,29,6,24.93,37.51
"1348","5236:701","5236:701",1,2005,49.1,24,29.18,-12.59
"1349","5236:701","5236:701",1,2004,24,41,29.18,-12.59
"1350","5236:701","5236:701",1,2003,41,4,29.18,-12.59
"1354","5212:703","5212:703",1,2007,32.6,10.4,-2.14,-7.61
"1355","5212:703","5212:703",0,2006,10.4,41.5,-2.14,-7.61
"1356","5212:703","5212:703",1,2005,41.5,29,-2.14,-7.61
"1357","5212:703","5212:703",1,2004,29,25,-2.14,-7.61
"1358","5212:703","5212:703",1,2003,25,10,-2.14,-7.61
"1360","5212:704","5212:704",1,2007,38.8,15.6,-1.95,-7.42
"1361","5212:704","5212:704",0,2006,15.6,36,-1.95,-7.42
"1362","5212:704","5212:704",1,2005,36,35,-1.95,-7.42
"1363","5212:704","5212:704",1,2004,35,30,-1.95,-7.42
"1364","5212:704","5212:704",1,2003,30,10,-1.95,-7.42
"1366","5212:705","5212:705",1,2007,34.9,34.6,-1.68,-7.57
"1367","5212:705","5212:705",1,2006,34.6,39,-1.68,-7.57
"1368","5212:705","5212:705",1,2005,39,35,-1.68,-7.57
"1369","5212:705","5212:705",1,2004,35,27,-1.68,-7.57
"1370","5212:705","5212:705",1,2003,27,10,-1.68,-7.57
"1373","5212:706","5212:706",1,2005,43,40,-1.94,-6.96
"1374","5212:706","5212:706",1,2004,40,23,-1.94,-6.96
"1375","5212:706","5212:706",1,2003,23,3,-1.94,-6.96
"1377","5212:707","5212:707",1,2007,41.1,36.9,-1.97,-6.88
"1378","5212:707","5212:707",1,2006,36.9,41,-1.97,-6.88
"1379","5212:707","5212:707",1,2005,41,25,-1.97,-6.88
"1380","5212:707","5212:707",1,2004,25,16,-1.97,-6.88
"1381","5212:707","5212:707",1,2003,16,4,-1.97,-6.88
"1383","5212:708","5212:708",0,2007,18.4,25.5,-2.68,-6.66
"1384","5212:708","5212:708",0,2006,25.5,37,-2.68,-6.66
"1385","5212:708","5212:708",1,2005,37,37,-2.68,-6.66
"1386","5212:708","5212:708",1,2004,37,27,-2.68,-6.66
"1387","5212:708","5212:708",1,2003,27,5,-2.68,-6.66
"1394","5212:711","5212:711",1,2004,32,23,-3.01,-6.76
"1395","5212:711","5212:711",1,2003,23,4,-3.01,-6.76
"1398","5212:712","5212:712",0,2004,8,12,-3.14,-7.05
"1399","5212:712","5212:712",0,2003,12,4,-3.14,-7.05
"1402","5212:713","5212:713",1,2005,40.5,34,-2.98,-6.94
"1403","5212:713","5212:713",1,2004,34,31,-2.98,-6.94
"1404","5212:713","5212:713",1,2003,31,7,-2.98,-6.94
"1407","5212:714","5212:714",1,2004,32,36,-3.75,-7.02
"1408","5212:714","5212:714",1,2003,36,8,-3.75,-7.02
"1411","5212:715","5212:715",1,2004,28,27,-3.58,-7
"1412","5212:715","5212:715",1,2003,27,5,-3.58,-7
"1415","5212:716","5212:716",1,2006,28.4,40,-3.43,-7.19
"1416","5212:716","5212:716",1,2005,40,28,-3.43,-7.19
"1417","5212:716","5212:716",1,2004,28,21,-3.43,-7.19
"1418","5212:716","5212:716",1,2003,21,4,-3.43,-7.19
"1421","5212:717","5212:717",0,2004,19,21,-2.91,-7.31
"1422","5212:717","5212:717",1,2003,21,4,-2.91,-7.31
"1425","5212:718","5212:718",1,2005,35,27,-2.96,-7.28
"1426","5212:718","5212:718",1,2004,27,29,-2.96,-7.28
"1427","5212:718","5212:718",1,2003,29,5,-2.96,-7.28
"1430","5212:719","5212:719",0,2006,14.6,34.5,-2.98,-7.37
"1431","5212:719","5212:719",1,2005,34.5,23,-2.98,-7.37
"1432","5212:719","5212:719",0,2004,23,31,-2.98,-7.37
"1433","5212:719","5212:719",1,2003,31,5,-2.98,-7.37
"1435","5212:720","5212:720",1,2007,27.5,36.5,-3.02,-7.82
"1436","5212:720","5212:720",1,2006,36.5,42,-3.02,-7.82
"1437","5212:720","5212:720",1,2005,42,33,-3.02,-7.82
"1438","5212:720","5212:720",1,2004,33,35,-3.02,-7.82
"1439","5212:720","5212:720",1,2003,35,6,-3.02,-7.82
"1443","5212:721","5212:721",1,2005,34,12,-2.4,-7.06
"1444","5212:721","5212:721",0,2004,12,24,-2.4,-7.06
"1445","5212:721","5212:721",0,2003,24,3,-2.4,-7.06
"1447","5212:722","5212:722",1,2007,17.9,14.2,-2.23,-7.22
"1448","5212:722","5212:722",1,2006,14.2,19,-2.23,-7.22
"1449","5212:722","5212:722",1,2005,19,25,-2.23,-7.22
