"","uID","uLoc","rep","year","height","height_prev","X","Y"
"1476","5212:728","5212:728",1,2007,23.2,40.2,-7.51,-4.37
"1477","5212:728","5212:728",1,2006,40.2,48,-7.51,-4.37
"1478","5212:728","5212:728",1,2005,48,41,-7.51,-4.37
"1479","5212:728","5212:728",1,2004,41,34,-7.51,-4.37
"1480","5212:728","5212:728",1,2003,34,9,-7.51,-4.37
"1490","5212:730.419","5212:730",0,2007,16.3,14.3,-7.23,-4.55
"1491","5212:730.419","5212:730",0,2006,14.3,37,-7.23,-4.55
"1492","5212:730.419","5212:730",1,2005,37,33,-7.23,-4.55
"1493","5212:730.419","5212:730",1,2004,33,27,-7.23,-4.55
"1494","5212:730.419","5212:730",1,2003,27,2,-7.23,-4.55
"1496","5198:731","5198:731",1,2007,53.2,50.2,34.54,-23.56
"1497","5198:731","5198:731",1,2006,50.2,49.5,34.54,-23.56
"1498","5198:731","5198:731",1,2005,49.5,36,34.54,-23.56
"1499","5198:731","5198:731",1,2004,36,34,34.54,-23.56
"1500","5198:731","5198:731",1,2003,34,6,34.54,-23.56
"1502","5198:732","5198:732",1,2007,47.9,41,35.02,-28.73
"1503","5198:732","5198:732",1,2006,41,52.7,35.02,-28.73
"1504","5198:732","5198:732",1,2005,52.7,47,35.02,-28.73
"1505","5198:732","5198:732",1,2004,47,27,35.02,-28.73
"1506","5198:732","5198:732",1,2003,27,4,35.02,-28.73
"1509","5198:733","5198:733",1,2005,58.9,37,35.02,-28.74
"1510","5198:733","5198:733",1,2004,37,28,35.02,-28.74
"1511","5198:733","5198:733",1,2003,28,7,35.02,-28.74
"1514","5198:734","5198:734",1,2005,56.2,38,35.03,-28.85
"1515","5198:734","5198:734",1,2004,38,25,35.03,-28.85
"1516","5198:734","5198:734",1,2003,25,4,35.03,-28.85
"1519","5198:735","5198:735",1,2006,38.1,51.2,35.09,-28.89
"1520","5198:735","5198:735",1,2005,51.2,42,35.09,-28.89
"1521","5198:735","5198:735",1,2004,42,28,35.09,-28.89
"1522","5198:735","5198:735",1,2003,28,9,35.09,-28.89
"1525","5197:736","5197:736",1,2003,55,20,32.06,-44.95
"1530","5197:738","5197:738",1,2004,45,52,32.73,-44.5
"1531","5197:738","5197:738",1,2003,52,19,32.73,-44.5
"1534","5197:739","5197:739",1,2004,46,46,32.92,-44.72
"1535","5197:739","5197:739",1,2003,46,14,32.92,-44.72
"1538","5197:740","5197:740",1,2004,41,46,33.15,-44.78
"1539","5197:740","5197:740",1,2003,46,6,33.15,-44.78
"1542","5197:741","5197:741",1,2004,52,49,33.66,-45.29
"1543","5197:741","5197:741",1,2003,49,18,33.66,-45.29
"1550","5197:743","5197:743",1,2005,55.8,39,33.01,-45.23
"1551","5197:743","5197:743",1,2004,39,43,33.01,-45.23
"1552","5197:743","5197:743",1,2003,43,10,33.01,-45.23
"1557","5197:744","5197:744",1,2003,50,8,32.91,-45.72
"1560","5197:745","5197:745",1,2003,33,4,32.75,-45.58
"1565","5197:747","5197:747",1,2003,46,9,32.59,-45.72
"1572","5197:750","5197:750",1,2003,41,5,33.08,-46.23
"1577","5197:752","5197:752",1,2003,37,14,32.94,-46.59
"1580","5197:753","5197:753",1,2005,35.2,4,32.81,-46.68
"1581","5197:753","5197:753",0,2004,4,32,32.81,-46.68
"1582","5197:753","5197:753",1,2003,32,5,32.81,-46.68
"1585","5197:754","5197:754",1,2005,52.9,40,32.66,-46.78
"1586","5197:754","5197:754",1,2004,40,40,32.66,-46.78
"1587","5197:754","5197:754",1,2003,40,21,32.66,-46.78
"1592","5197:756","5197:756",1,2005,48.3,36,31.29,-46.51
"1593","5197:756","5197:756",1,2004,36,39,31.29,-46.51
"1594","5197:756","5197:756",1,2003,39,22,31.29,-46.51
"1597","5197:757","5197:757",1,2005,44.9,45,34.67,-47
"1598","5197:757","5197:757",1,2004,45,37,34.67,-47
"1599","5197:757","5197:757",1,2003,37,7,34.67,-47
"1602","5197:758","5197:758",1,2004,37,41,34.06,-45.72
"1603","5197:758","5197:758",1,2003,41,18,34.06,-45.72
"1606","5197:759","5197:759",1,2004,34,41,36.21,-43.42
"1607","5197:759","5197:759",1,2003,41,6,36.21,-43.42
"1610","5197:760","5197:760",1,2006,36.4,38.4,37.21,-44.63
"1611","5197:760","5197:760",1,2005,38.4,39,37.21,-44.63
"1612","5197:760","5197:760",1,2004,39,43,37.21,-44.63
"1613","5197:760","5197:760",1,2003,43,11,37.21,-44.63
"1621","5197:762","5197:762",1,2007,50.3,40,37.69,-44.55
"1622","5197:762","5197:762",1,2006,40,45.2,37.69,-44.55
"1623","5197:762","5197:762",1,2005,45.2,27,37.69,-44.55
"1624","5197:762","5197:762",1,2004,27,32,37.69,-44.55
"1625","5197:762","5197:762",1,2003,32,1,37.69,-44.55
"1627","5197:763","5197:763",1,2007,33.7,29.5,37.94,-46.63
"1628","5197:763","5197:763",1,2006,29.5,27.2,37.94,-46.63
"1629","5197:763","5197:763",1,2005,27.2,29,37.94,-46.63
"1630","5197:763","5197:763",1,2004,29,26,37.94,-46.63
"1631","5197:763","5197:763",1,2003,26,5,37.94,-46.63
"1638","5197:766","5197:766",1,2005,47.2,14,37.01,-48.19
"1639","5197:766","5197:766",1,2004,14,40,37.01,-48.19
"1640","5197:766","5197:766",1,2003,40,7,37.01,-48.19
"1643","5197:767","5197:767",1,2005,34.3,31,36.53,-48.17
"1644","5197:767","5197:767",1,2004,31,41,36.53,-48.17
"1645","5197:767","5197:767",1,2003,41,7,36.53,-48.17
"1648","5197:768","5197:768",1,2003,50,11,36.61,-48.39
"1651","5197:769","5197:769",1,2005,54.7,44,37.57,-50.38
"1652","5197:769","5197:769",1,2004,44,37,37.57,-50.38
"1653","5197:769","5197:769",1,2003,37,4,37.57,-50.38
"1656","5197:770","5197:770",1,2005,34.3,35,37.3,-50.35
"1657","5197:770","5197:770",1,2004,35,38,37.3,-50.35
"1658","5197:770","5197:770",1,2003,38,6,37.3,-50.35
"1661","5197:771","5197:771",1,2005,44.3,27,37.05,-50.57
"1662","5197:771","5197:771",1,2004,27,37,37.05,-50.57
"1663","5197:771","5197:771",1,2003,37,5,37.05,-50.57
"1666","5197:772","5197:772",1,2005,27.4,29,36.97,-50.61
"1667","5197:772","5197:772",1,2004,29,43,36.97,-50.61
"1668","5197:772","5197:772",1,2003,43,5,36.97,-50.61
"1671","5197:773","5197:773",1,2005,31.2,52,36.65,-49.8
"1672","5197:773","5197:773",1,2004,52,41,36.65,-49.8
"1673","5197:773","5197:773",1,2003,41,14,36.65,-49.8
"1676","5197:774","5197:774",1,2005,43.6,43,36.55,-50.14
"1677","5197:774","5197:774",1,2004,43,51,36.55,-50.14
"1678","5197:774","5197:774",1,2003,51,19,36.55,-50.14
"1683","5197:775","5197:775",1,2003,33,7,36.29,-50.02
"1686","5197:776","5197:776",1,2005,43.4,38,35.4,-50.21
"1687","5197:776","5197:776",1,2004,38,27,35.4,-50.21
"1688","5197:776","5197:776",1,2003,27,7,35.4,-50.21
"1691","5197:777","5197:777",1,2005,53.2,40,35.46,-50.08
"1692","5197:777","5197:777",1,2004,40,24,35.46,-50.08
"1693","5197:777","5197:777",1,2003,24,4,35.46,-50.08
"1696","5197:778","5197:778",1,2005,49.9,44,34.54,-50.25
"1697","5197:778","5197:778",1,2004,44,44,34.54,-50.25
"1698","5197:778","5197:778",1,2003,44,7,34.54,-50.25
"1701","5197:779","5197:779",1,2004,46,43,36.99,-51.88
"1702","5197:779","5197:779",1,2003,43,10,36.99,-51.88
"1705","5197:780","5197:780",1,2004,41,37,36.75,-51.84
"1706","5197:780","5197:780",1,2003,37,11,36.75,-51.84
"1709","5197:781","5197:781",1,2004,40,39,36.76,-51.71
"1710","5197:781","5197:781",1,2003,39,17,36.76,-51.71
"1712","5197:782","5197:782",1,2007,24,20.1,36.63,-51.76
"1713","5197:782","5197:782",0,2006,20.1,31,36.63,-51.76
"1714","5197:782","5197:782",1,2005,31,36,36.63,-51.76
"1715","5197:782","5197:782",1,2004,36,34,36.63,-51.76
"1716","5197:782","5197:782",1,2003,34,28,36.63,-51.76
"1719","5197:783","5197:783",1,2004,38,54,36.7,-52.24
"1720","5197:783","5197:783",1,2003,54,11,36.7,-52.24
"1723","5197:784","5197:784",1,2003,45,8,37.67,-52.28
"1726","5197:785","5197:785",1,2005,50.6,40,37.93,-53.63
"1727","5197:785","5197:785",1,2004,40,34,37.93,-53.63
"1728","5197:785","5197:785",1,2003,34,6,37.93,-53.63
"1731","5197:786","5197:786",1,2004,24,14,38.07,-53.19
"1732","5197:786","5197:786",0,2003,14,4,38.07,-53.19
"1735","5197:787","5197:787",1,2005,40.5,26,38.3,-51.25
"1736","5197:787","5197:787",1,2004,26,22,38.3,-51.25
"1737","5197:787","5197:787",1,2003,22,6,38.3,-51.25
"1740","5197:788","5197:788",1,2005,27,29,37.28,-49.14
"1741","5197:788","5197:788",1,2004,29,46,37.28,-49.14
"1742","5197:788","5197:788",1,2003,46,6,37.28,-49.14
"1745","5197:789","5197:789",1,2004,43,45,37.22,-49.07
"1746","5197:789","5197:789",1,2003,45,8,37.22,-49.07
"1749","5197:790","5197:790",1,2004,52,57,37.28,-49.38
"1750","5197:790","5197:790",1,2003,57,7,37.28,-49.38
"1755","5197:791","5197:791",1,2003,51,7,36.72,-49.4
"1758","5197:792","5197:792",1,2004,36,54,36.9,-49.16
"1759","5197:792","5197:792",1,2003,54,16,36.9,-49.16
"1762","5203:793","5203:793",1,2005,67.5,42,39.68,38.73
"1763","5203:793","5203:793",1,2004,42,44,39.68,38.73
"1764","5203:793","5203:793",1,2003,44,4,39.68,38.73
"1767","5192:794","5192:794",1,2004,31,34,56.89,-90.76
"1768","5192:794","5192:794",1,2003,34,5,56.89,-90.76
"1770","5192:795","5192:795",1,2007,48.4,47,55.8,-90.62
"1771","5192:795","5192:795",1,2006,47,44.1,55.8,-90.62
"1772","5192:795","5192:795",1,2005,44.1,50,55.8,-90.62
"1773","5192:795","5192:795",1,2004,50,27,55.8,-90.62
"1774","5192:795","5192:795",1,2003,27,10,55.8,-90.62
"1777","5176:796","5176:796",1,2004,47,43,107.88,-98.68
"1778","5176:796","5176:796",1,2003,43,7,107.88,-98.68
"1781","5176:797","5176:797",1,2003,46,10,106.08,-100.38
"1783","5161:798","5161:798",1,2004,48,44,107.19,-133.91
"1784","5161:798","5161:798",1,2003,44,7,107.19,-133.91
"1786","5161:799","5161:799",1,2004,37,44,104.35,-135.39
"1787","5161:799","5161:799",1,2003,44,7,104.35,-135.39
"1789","5161:800","5161:800",1,2004,40,35,104,-137.95
"1790","5161:800","5161:800",1,2003,35,5,104,-137.95
"1792","5161:801","5161:801",1,2004,35,28,103.12,-139.41
"1793","5161:801","5161:801",1,2003,28,5,103.12,-139.41
"1795","5161:802","5161:802",1,2004,40,26,103.1,-139.4
"1796","5161:802","5161:802",1,2003,26,6,103.1,-139.4
"1798","5161:803","5161:803",1,2004,47,32,102.62,-139.51
"1799","5161:803","5161:803",1,2003,32,6,102.62,-139.51
"1801","5161:804","5161:804",1,2004,43,35,102.13,-140.23
"1802","5161:804","5161:804",1,2003,35,7,102.13,-140.23
"1804","5156:805","5156:805",1,2004,38,23,76.13,-156.34
"1805","5156:805","5156:805",1,2003,23,5,76.13,-156.34
"1807","5156:806","5156:806",1,2004,22,32,76.06,-156.35
"1808","5156:806","5156:806",1,2003,32,10,76.06,-156.35
"1810","5156:807","5156:807",1,2004,33,37,75.94,-156.39
"1811","5156:807","5156:807",1,2003,37,8,75.94,-156.39
"1813","5156:808","5156:808",1,2004,42,32,76.01,-156.01
"1814","5156:808","5156:808",1,2003,32,5,76.01,-156.01
"1817","5156:809","5156:809",1,2003,22,6,76.57,-155.74
"1819","5156:810","5156:810",1,2004,37,25,76.29,-155.15
"1820","5156:810","5156:810",1,2003,25,7,76.29,-155.15
"1822","5156:811","5156:811",0,2004,18,12,76.54,-155.34
"1823","5156:811","5156:811",0,2003,12,6,76.54,-155.34
"1825","5156:812","5156:812",1,2004,22,27,76.67,-155.63
"1826","5156:812","5156:812",1,2003,27,5,76.67,-155.63
"1828","5156:813","5156:813",1,2004,34,39,76.62,-155.72
"1829","5156:813","5156:813",1,2003,39,6,76.62,-155.72
"1831","5156:814","5156:814",1,2004,33,33,76.76,-155.7
"1832","5156:814","5156:814",1,2003,33,6,76.76,-155.7
"1834","5156:815","5156:815",1,2004,28,24,76.84,-155.7
"1835","5156:815","5156:815",1,2003,24,5,76.84,-155.7
"1837","5156:816","5156:816",0,2004,21,21,77.1,-154.9
"1838","5156:816","5156:816",1,2003,21,4,77.1,-154.9
"1840","5156:817","5156:817",0,2004,8,19,77.14,-154.86
"1841","5156:817","5156:817",1,2003,19,4,77.14,-154.86
"1843","5156:818","5156:818",1,2004,36,39,74.2,-153.83
"1844","5156:818","5156:818",1,2003,39,12,74.2,-153.83
"1846","5156:819","5156:819",1,2004,47,25,74.14,-153.57
"1847","5156:819","5156:819",1,2003,25,10,74.14,-153.57
"1849","5156:820","5156:820",1,2004,45,38,74.24,-153.52
"1850","5156:820","5156:820",1,2003,38,18,74.24,-153.52
"1852","5156:821","5156:821",1,2004,29,27,74.23,-153.5
"1853","5156:821","5156:821",1,2003,27,13,74.23,-153.5
"1855","5156:822","5156:822",1,2004,39,44,74.37,-153.68
"1856","5156:822","5156:822",1,2003,44,21,74.37,-153.68
"1859","5156:823","5156:823",1,2003,43,21,74.12,-153.14
"1861","5156:824","5156:824",1,2004,36,34,77.39,-155.06
"1862","5156:824","5156:824",1,2003,34,9,77.39,-155.06
"1864","5156:825","5156:825",1,2004,33,34,76.47,-156.16
"1865","5156:825","5156:825",1,2003,34,8,76.47,-156.16
"1867","5110:826","5110:826",1,2004,48,47,15.85,-334.59
"1868","5110:826","5110:826",1,2003,47,14,15.85,-334.59
"1870","5106:827","5106:827",1,2004,45,44,16.91,-344.97
"1871","5106:827","5106:827",1,2003,44,24,16.91,-344.97
"1873","5203:901","5203:901",1,2007,39.1,34.2,23.76,36.95
"1874","5203:901","5203:901",1,2006,34.2,52,23.76,36.95
"1875","5203:901","5203:901",1,2005,52,26,23.76,36.95
"1876","5203:901","5203:901",0,2004,26,11,23.76,36.95
"1877","5203:901","5203:901",0,2003,11,3,23.76,36.95
"1880","5231:902","5231:902",1,2004,54,55,53.81,20.25
"1881","5231:902","5231:902",1,2003,55,5,53.81,20.25
"1883","5231:903","5231:903",1,2007,53.1,55.1,53.93,19.47
"1884","5231:903","5231:903",0,2006,55.1,55,53.93,19.47
"1885","5231:903","5231:903",1,2005,55,47,53.93,19.47
"1886","5231:903","5231:903",1,2004,47,31,53.93,19.47
"1887","5231:903","5231:903",1,2003,31,3,53.93,19.47
"1890","5231:904","5231:904",1,2006,48.3,50,53.96,19.03
"1891","5231:904","5231:904",1,2005,50,46,53.96,19.03
"1892","5231:904","5231:904",1,2004,46,28,53.96,19.03
"1893","5231:904","5231:904",1,2003,28,5,53.96,19.03
"1895","5209:905","5209:905",1,2007,32.6,28.9,16.85,6.07
"1896","5209:905","5209:905",1,2006,28.9,47,16.85,6.07
"1897","5209:905","5209:905",1,2005,47,42,16.85,6.07
"1898","5209:905","5209:905",1,2004,42,18,16.85,6.07
"1899","5209:905","5209:905",1,2003,18,3,16.85,6.07
"1901","5209:906","5209:906",1,2007,18.1,17.6,15.78,5.13
"1902","5209:906","5209:906",1,2006,17.6,23,15.78,5.13
"1903","5209:906","5209:906",1,2005,23,32,15.78,5.13
"1904","5209:906","5209:906",1,2004,32,24,15.78,5.13
"1905","5209:906","5209:906",1,2003,24,3,15.78,5.13
"1908","5209:907","5209:907",0,2003,7,3,14.55,6.39
"1910","5209:908","5209:908",1,2007,52.4,48.7,18.53,6.06
"1911","5209:908","5209:908",1,2006,48.7,64.5,18.53,6.06
"1912","5209:908","5209:908",1,2005,64.5,35,18.53,6.06
"1913","5209:908","5209:908",1,2004,35,33,18.53,6.06
"1914","5209:908","5209:908",1,2003,33,6,18.53,6.06
"1917","5209:909","5209:909",1,2005,37,13,18.64,5.95
"1918","5209:909","5209:909",0,2004,13,30,18.64,5.95
"1919","5209:909","5209:909",1,2003,30,4,18.64,5.95
"1921","5209:910","5209:910",1,2007,46.5,35,18.95,5.86
"1922","5209:910","5209:910",1,2006,35,45.5,18.95,5.86
"1923","5209:910","5209:910",1,2005,45.5,24,18.95,5.86
"1924","5209:910","5209:910",1,2004,24,34,18.95,5.86
"1925","5209:910","5209:910",1,2003,34,5,18.95,5.86
"1927","5209:911","5209:911",1,2007,42.3,31,18.51,3.97
"1928","5209:911","5209:911",1,2006,31,36,18.51,3.97
"1929","5209:911","5209:911",1,2005,36,25,18.51,3.97
"1930","5209:911","5209:911",1,2004,25,15,18.51,3.97
"1931","5209:911","5209:911",0,2003,15,3,18.51,3.97
"1933","5209:912","5209:912",1,2007,38.6,39,18.61,4.02
"1934","5209:912","5209:912",1,2006,39,23,18.61,4.02
"1935","5209:912","5209:912",1,2005,23,3,18.61,4.02
"1936","5209:912","5209:912",0,2004,3,17,18.61,4.02
"1937","5209:912","5209:912",0,2003,17,7,18.61,4.02
"1939","5209:913","5209:913",1,2007,38.3,47.2,20.02,3.67
"1940","5209:913","5209:913",1,2006,47.2,58,20.02,3.67
"1941","5209:913","5209:913",1,2005,58,46,20.02,3.67
"1942","5209:913","5209:913",1,2004,46,44,20.02,3.67
"1943","5209:913","5209:913",1,2003,44,3,20.02,3.67
"1945","5209:914","5209:914",1,2007,58.7,53,20.35,4.66
"1946","5209:914","5209:914",1,2006,53,57,20.35,4.66
"1947","5209:914","5209:914",1,2005,57,51,20.35,4.66
"1948","5209:914","5209:914",1,2004,51,21,20.35,4.66
"1949","5209:914","5209:914",0,2003,21,2,20.35,4.66
"1952","5212:915","5212:915",1,2005,43,24,-2.06,-7.48
"1953","5212:915","5212:915",1,2004,24,27,-2.06,-7.48
"1954","5212:915","5212:915",1,2003,27,3,-2.06,-7.48
"1957","5212:916","5212:916",1,2004,36,25,-2.2,-7.43
"1958","5212:916","5212:916",0,2003,25,2,-2.2,-7.43
"1960","5212:917","5212:917",1,2007,38.2,22.6,-2.38,-7.5
"1961","5212:917","5212:917",0,2006,22.6,46,-2.38,-7.5
"1962","5212:917","5212:917",1,2005,46,21,-2.38,-7.5
"1963","5212:917","5212:917",0,2004,21,7,-2.38,-7.5
"1964","5212:917","5212:917",0,2003,7,2,-2.38,-7.5
"1966","5212:918","5212:918",1,2007,30.7,40.1,-2.4,-7.39
"1967","5212:918","5212:918",1,2006,40.1,24,-2.4,-7.39
"1968","5212:918","5212:918",1,2005,24,14,-2.4,-7.39
"1969","5212:918","5212:918",0,2004,14,30,-2.4,-7.39
"1970","5212:918","5212:918",1,2003,30,3,-2.4,-7.39
"1973","5212:919","5212:919",1,2004,40,24,-2.28,-7
"1974","5212:919","5212:919",0,2003,24,3,-2.28,-7
"1976","5212:920","5212:920",1,2007,35.8,25.6,-2.4,-6.93
"1977","5212:920","5212:920",0,2006,25.6,29,-2.4,-6.93
"1978","5212:920","5212:920",1,2005,29,31,-2.4,-6.93
"1979","5212:920","5212:920",1,2004,31,20,-2.4,-6.93
"1980","5212:920","5212:920",0,2003,20,3,-2.4,-6.93
"1983","5212:921","5212:921",1,2005,44,25,-2.44,-7.04
"1984","5212:921","5212:921",1,2004,25,19,-2.44,-7.04
"1985","5212:921","5212:921",1,2003,19,2,-2.44,-7.04
"1987","5212:922","5212:922",1,2007,34.2,33.5,-2.62,-7.2
"1988","5212:922","5212:922",0,2006,33.5,35,-2.62,-7.2
"1989","5212:922","5212:922",1,2005,35,23,-2.62,-7.2
"1990","5212:922","5212:922",1,2004,23,18,-2.62,-7.2
"1991","5212:922","5212:922",1,2003,18,3,-2.62,-7.2
"1993","5212:923","5212:923",1,2007,24.1,27.6,-3.02,-7.44
"1994","5212:923","5212:923",1,2006,27.6,38,-3.02,-7.44
"1995","5212:923","5212:923",1,2005,38,24,-3.02,-7.44
"1996","5212:923","5212:923",0,2004,24,11,-3.02,-7.44
"1997","5212:923","5212:923",0,2003,11,2,-3.02,-7.44
"1999","5212:924","5212:924",1,2007,20.3,24.1,-2.97,-7.57
"2000","5212:924","5212:924",1,2006,24.1,36,-2.97,-7.57
"2001","5212:924","5212:924",1,2005,36,21,-2.97,-7.57
"2002","5212:924","5212:924",0,2004,21,23,-2.97,-7.57
"2003","5212:924","5212:924",1,2003,23,5,-2.97,-7.57
"2006","5212:925","5212:925",1,2004,34,14,-3.3,-7.42
"2007","5212:925","5212:925",0,2003,14,4,-3.3,-7.42
"2009","5212:926","5212:926",1,2007,30.5,29.8,-3.21,-7.6
"2010","5212:926","5212:926",1,2006,29.8,32,-3.21,-7.6
"2011","5212:926","5212:926",1,2005,32,31,-3.21,-7.6
"2012","5212:926","5212:926",1,2004,31,8,-3.21,-7.6
"2013","5212:926","5212:926",0,2003,8,2,-3.21,-7.6
"2016","5212:927","5212:927",1,2006,38.7,49,-3.1,-6.66
"2017","5212:927","5212:927",1,2005,49,30,-3.1,-6.66
"2018","5212:927","5212:927",1,2004,30,18,-3.1,-6.66
"2019","5212:927","5212:927",0,2003,18,2,-3.1,-6.66
"2021","5212:928","5212:928",1,2007,28.9,27.1,-3.9,-6.52
"2022","5212:928","5212:928",1,2006,27.1,40,-3.9,-6.52
"2023","5212:928","5212:928",1,2005,40,25,-3.9,-6.52
"2024","5212:928","5212:928",1,2004,25,11,-3.9,-6.52
"2025","5212:928","5212:928",0,2003,11,2,-3.9,-6.52
"2027","5212:929","5212:929",1,2007,46.5,29.9,-3.95,-6.45
"2028","5212:929","5212:929",1,2006,29.9,34,-3.95,-6.45
"2029","5212:929","5212:929",1,2005,34,26,-3.95,-6.45
"2030","5212:929","5212:929",1,2004,26,9,-3.95,-6.45
"2031","5212:929","5212:929",0,2003,9,2,-3.95,-6.45
"2036","5212:931","5212:931",1,2005,45,32,-3.86,-6.52
"2037","5212:931","5212:931",1,2004,32,19,-3.86,-6.52
"2038","5212:931","5212:931",1,2003,19,4,-3.86,-6.52
"2041","5212:932","5212:932",1,2004,41,29,-3.58,-6.68
"2042","5212:932","5212:932",1,2003,29,11,-3.58,-6.68
"2044","5212:933","5212:933",1,2007,24.7,28.2,-3.97,-7.26
"2045","5212:933","5212:933",1,2006,28.2,39.5,-3.97,-7.26
"2046","5212:933","5212:933",1,2005,39.5,32,-3.97,-7.26
"2047","5212:933","5212:933",1,2004,32,9,-3.97,-7.26
"2048","5212:933","5212:933",0,2003,9,5,-3.97,-7.26
"2050","5212:934","5212:934",1,2007,42.6,14.4,-4.05,-6.9
"2051","5212:934","5212:934",0,2006,14.4,33,-4.05,-6.9
"2052","5212:934","5212:934",1,2005,33,32,-4.05,-6.9
"2053","5212:934","5212:934",1,2004,32,30,-4.05,-6.9
"2054","5212:934","5212:934",1,2003,30,5,-4.05,-6.9
"2057","5212:935","5212:935",1,2006,24.6,34.3,-4.55,-6.65
"2058","5212:935","5212:935",1,2005,34.3,27,-4.55,-6.65
"2059","5212:935","5212:935",1,2004,27,15,-4.55,-6.65
"2060","5212:935","5212:935",0,2003,15,3,-4.55,-6.65
"2063","5212:936","5212:936",1,2004,20,8,-4.82,-6.37
"2064","5212:936","5212:936",0,2003,8,2,-4.82,-6.37
"2067","5212:937","5212:937",1,2005,32.4,28,-4.75,-6.58
"2068","5212:937","5212:937",1,2004,28,22,-4.75,-6.58
"2069","5212:937","5212:937",1,2003,22,2,-4.75,-6.58
"2071","5212:938","5212:938",1,2007,41.1,37.7,-4.83,-6.73
"2072","5212:938","5212:938",1,2006,37.7,37.7,-4.83,-6.73
"2073","5212:938","5212:938",1,2005,37.7,38,-4.83,-6.73
"2074","5212:938","5212:938",1,2004,38,20,-4.83,-6.73
"2075","5212:938","5212:938",1,2003,20,2,-4.83,-6.73
"2078","5212:939","5212:939",1,2005,46.2,30,-5.6,-5.66
"2079","5212:939","5212:939",1,2004,30,17,-5.6,-5.66
"2080","5212:939","5212:939",0,2003,17,3,-5.6,-5.66
"2082","5212:940","5212:940",1,2007,33.4,25.6,-6.89,-5.34
"2083","5212:940","5212:940",1,2006,25.6,46.1,-6.89,-5.34
"2084","5212:940","5212:940",1,2005,46.1,34,-6.89,-5.34
"2085","5212:940","5212:940",1,2004,34,12,-6.89,-5.34
"2086","5212:940","5212:940",0,2003,12,3,-6.89,-5.34
"2088","5212:941","5212:941",0,2007,11.7,17.6,-6.91,-5.38
"2089","5212:941","5212:941",0,2006,17.6,45,-6.91,-5.38
"2090","5212:941","5212:941",1,2005,45,34,-6.91,-5.38
"2091","5212:941","5212:941",1,2004,34,22,-6.91,-5.38
"2092","5212:941","5212:941",0,2003,22,3,-6.91,-5.38
"2095","5212:942","5212:942",1,2006,24,38.7,-6.98,-5.28
"2096","5212:942","5212:942",1,2005,38.7,31,-6.98,-5.28
"2097","5212:942","5212:942",1,2004,31,8,-6.98,-5.28
"2098","5212:942","5212:942",0,2003,8,1,-6.98,-5.28
"2101","5212:943","5212:943",1,2005,43.7,40,-7.03,-4.76
"2102","5212:943","5212:943",1,2004,40,17,-7.03,-4.76
"2103","5212:943","5212:943",0,2003,17,3,-7.03,-4.76
"2106","5212:944","5212:944",1,2005,35.9,30,-7.07,-4.64
"2107","5212:944","5212:944",1,2004,30,27,-7.07,-4.64
"2108","5212:944","5212:944",1,2003,27,2,-7.07,-4.64
"2111","5212:945","5212:945",1,2004,31,29,-7.34,-4.6
"2112","5212:945","5212:945",1,2003,29,3,-7.34,-4.6
"2115","5212:946","5212:946",0,2004,15,26,-7.36,-4.63
"2116","5212:946","5212:946",1,2003,26,2,-7.36,-4.63
"2119","5199:947","5199:947",1,2004,30,33,30.63,-8.85
"2120","5199:947","5199:947",1,2003,33,8,30.63,-8.85
"2123","5199:948","5199:948",1,2003,26,7,29.91,-8.82
"2126","5199:949","5199:949",1,2005,27.3,37,29.28,-8.88
"2127","5199:949","5199:949",1,2004,37,42,29.28,-8.88
"2128","5199:949","5199:949",1,2003,42,8,29.28,-8.88
"2131","5236:950","5236:950",1,2005,59.4,46,27.97,-10.48
"2132","5236:950","5236:950",1,2004,46,27,27.97,-10.48
"2133","5236:950","5236:950",1,2003,27,20,27.97,-10.48
"2139","5198:953","5198:953",1,2007,58,50.7,35.61,-25.11
"2140","5198:953","5198:953",1,2006,50.7,59,35.61,-25.11
"2141","5198:953","5198:953",1,2005,59,39,35.61,-25.11
"2142","5198:953","5198:953",1,2004,39,26,35.61,-25.11
"2143","5198:953","5198:953",1,2003,26,5,35.61,-25.11
"2145","5198:954","5198:954",1,2007,54.5,47.3,34.96,-25.49
"2146","5198:954","5198:954",1,2006,47.3,46.2,34.96,-25.49
"2147","5198:954","5198:954",1,2005,46.2,33,34.96,-25.49
"2148","5198:954","5198:954",1,2004,33,11,34.96,-25.49
"2149","5198:954","5198:954",0,2003,11,2,34.96,-25.49
"2151","5198:955","5198:955",1,2007,35.8,33.6,34.81,-25.68
"2152","5198:955","5198:955",1,2006,33.6,42.4,34.81,-25.68
"2153","5198:955","5198:955",1,2005,42.4,19,34.81,-25.68
"2157","5198:956.572","5198:956",1,2007,35.2,33.8,34.77,-25.66
"2158","5198:956.572","5198:956",1,2006,33.8,50.6,34.77,-25.66
"2159","5198:956.572","5198:956",1,2005,50.6,33,34.77,-25.66
"2160","5198:956.572","5198:956",1,2004,33,23,34.77,-25.66
"2161","5198:956.572","5198:956",0,2003,23,1,34.77,-25.66
"2163","5198:956.573","5198:956",1,2007,38.5,34.8,34.77,-25.66
"2164","5198:956.573","5198:956",1,2006,34.8,44.1,34.77,-25.66
"2165","5198:956.573","5198:956",1,2005,44.1,31,34.77,-25.66
"2166","5198:956.573","5198:956",1,2004,31,9,34.77,-25.66
